"","V4","V1","V1.1","V3","V3.1","V5","V5.1","V5.2","V4.1","V1.2","V5.3","V4.2","V5.4","V5.5","V5.6","V2","V3.2","V3.3","V5.7","V5.8","V5.9","V5.10","V5.11","V5.12","V5.13","V1.3","V1.4","V5.14","V5.15","V1.5","V1.6","V1.7","V5.16","V1.8","V5.17","V1.9","V4.3","V5.18","V1.10","V1.11","V5.19","V5.20","V5.21","V1.12","V5.22","V5.23","V5.24","V5.25","V1.13","V5.26","V5.27","V4.4","V3.4","V1.14","V5.28","V3.5","V5.29","V5.30","V5.31","V5.32","V2.1","V2.2","V5.33","V2.3","V5.34","V5.35","V1.15","V5.36","V5.37","V5.38","V5.39","V1.16","V1.17","V5.40","V3.6","V1.18","V1.19","V5.41","V3.7","V5.42","V2.4","V5.43","V5.44","V5.45","V3.8","V2.5","V4.5","V5.46","V5.47","V1.20","V1.21","V1.22","V1.23","V5.48","V3.9","V2.6","V1.24","V5.49","V2.7","V2.8","V2.9","V2.10","V5.50","V2.11","V3.10","V5.51","V1.25","V5.52","V5.53","V1.26","V1.27","V5.54","V5.55","V4.6","V2.12","V5.56","V5.57","V4.7","V4.8","V2.13","V1.28","V3.11","V5.58","V4.9","V1.29","V5.59","V5.60","V5.61","V3.12","V3.13","V5.62"
"1",1.99167822468793,15.9230769230769,13.8219178082192,6.84375,1.60714285714286,1.1,8.08,1.2,6.09983079526227,1.38157894736842,3.82636655948553,1.10698496905393,5.25179856115108,3.21875,6.48484848484849,1.37340153452685,3.63063063063063,11.4582338902148,1.1,1.1,1.55555555555556,1.1,1.1,1.4,1.40754716981132,6.50609756097561,3.94423791821561,3.13475177304965,1.75324675324675,7.11659192825112,1.19651741293532,3.20366598778004,3.26470588235294,2.42458100558659,3.31382978723404,6.75238095238095,1.48287671232877,4.7741935483871,1.12734693877551,3.82300884955752,4.80851063829787,4.2962962962963,9.06730769230769,2.53112582781457,16.1836734693878,1.1,1.1,2.13095238095238,3.68,6.35483870967742,5.19117647058823,4.39901477832512,1.23880597014925,3.39679715302491,2.94202898550725,1.87996080352768,1.17647058823529,3.91379310344828,2.24137931034483,10.5,1.49019607843137,3.10843373493976,1.15131578947368,1.7198275862069,1.69491525423729,4.1025641025641,4.99489795918367,9.15,2.6970509383378,1.08196721311475,14.4285714285714,1.99493927125506,4.51079136690648,17.2307692307692,1.41916167664671,1.44903581267218,2.65384615384615,1.33333333333333,2.09310761789601,2.51882845188285,5.02147239263804,1.1,7.01639344262295,10.0672268907563,5.64545454545455,1.68064516129032,7.5702479338843,3.42857142857143,8.75,1.21616871704745,3.4639175257732,5.65225933202358,2.44117647058824,3.1304347826087,1.0859375,2.29213483146067,20.5042735042735,4.36842105263158,2.54,1.10094212651413,1.02941176470588,2,4.75,2.41069518716578,2.86993603411514,8.14893617021277,3.25419664268585,1.1,2.29411764705882,3.04568527918782,3.26666666666667,1.53609625668449,1.52027027027027,1.50581395348837,2.37062937062937,1.45090180360721,2.53076923076923,29.2087912087912,1.59183673469388,61.7857142857143,2.41666666666667,2.76666666666667,8.44628099173554,4.0972850678733,3.66840052015605,1.1,4.94736842105263,2.08823529411765,1.49195596951736,6.08779443254818,5.45098039215686
