"","V5","V4","V5.1","V5.2","V5.3","V3","V4.1","V5.4","V2","V1","V5.5","V5.6","V5.7","V5.8","V5.9","V5.10","V3.1","V3.2","V1.1","V2.1","V3.3","V4.2","V5.11","V4.3","V3.4","V5.12","V4.4","V5.13"
"1",3.33333333333333,12.8451327433628,2.21311475409836,2.08235294117647,4.10434782608696,3.0941475826972,2.10725552050473,3.48837209302326,37.9105691056911,11.2394043528064,2.03030303030303,1.2,3.01795332136445,2.41666666666667,4.2843137254902,4.79591836734694,5.54761904761905,6.89285714285714,1.04411764705882,43.2803738317757,3.30434782608696,2.25454545454545,4.27868852459016,8.34741784037559,3.4578313253012,3.65,8.78723404255319,3.31858407079646
