"","V4","V2","V3","V2.1","V3.1","V5","V3.2","V5.1","V3.3","V4.1","V2.2","V3.4","V2.3","V2.4","V3.5","V3.6","V3.7","V2.5","V1","V1.1","V2.6","V5.2","V4.2","V2.7","V2.8","V5.3","V2.9","V1.2","V5.4","V5.5","V3.8","V5.6","V3.9","V5.7","V5.8","V2.10","V3.10","V5.9","V2.11","V5.10","V3.11","V5.11","V4.3","V5.12","V1.3","V3.12","V5.13","V3.13","V3.14","V2.12","V5.14","V1.4","V2.13","V3.15","V4.4","V1.5","V2.14","V3.16","V4.5","V2.15","V2.16","V2.17","V3.17","V2.18","V5.15","V3.18","V5.16","V3.19","V5.17","V5.18","V3.20","V5.19","V4.6","V3.21","V5.20","V5.21","V4.7","V2.19","V2.20","V2.21","V5.22","V4.8","V3.22","V3.23","V3.24","V2.22","V2.23","V2.24","V4.9","V2.25","V2.26","V2.27","V5.23","V3.25","V2.28","V5.24","V2.29","V5.25","V2.30","V5.26","V5.27","V1.6","V2.31","V5.28","V2.32","V5.29","V1.7","V5.30","V1.8","V3.26","V4.10","V4.11","V5.31","V2.33","V2.34","V3.27","V2.35","V4.12","V2.36","V5.32","V3.28","V4.13","V4.14","V5.33","V2.37","V5.34","V1.9","V4.15","V4.16","V5.35","V3.29","V5.36","V2.38","V2.39","V3.30","V2.40","V1.10","V3.31"
"1",2.40138408304498,2.40909090909091,1.14788732394366,2.04210526315789,1.67625899280576,1.08163265306122,1.78305084745763,1,2.775,1.0655737704918,1.14044943820225,1.06666666666667,1.16,1.06493506493506,2.37777777777778,2.16917293233083,7.9375,1.09677419354839,2.69565217391304,1.57894736842105,2.85598377281947,2.06743737957611,1.41772151898734,19.3125,3.13142857142857,1.35254237288136,1.1,1.46666666666667,1,1.1683967704729,1.59677419354839,1,2.34146341463415,1.22480620155039,1,5.00630914826498,10.7540983606557,1.25,1.25,1.60810810810811,1.09876543209877,1.04597701149425,1.18,2.33333333333333,1.01657458563536,5.0280701754386,1.64968152866242,1.33333333333333,1.76595744680851,2.29411764705882,4.7787610619469,1.14473684210526,2.184,1.05194805194805,2.21666666666667,1.48340548340548,1.39459459459459,1.64864864864865,1.01754385964912,1.41428571428571,1.43356643356643,1.11333333333333,1.04854368932039,1.6271186440678,1.72602739726027,1.11764705882353,5.40384615384615,1.08187134502924,2.07927927927928,1,2.67716535433071,1,1.63040629095675,1.10690423162584,10.1081081081081,1.4,2.34722222222222,1.75609756097561,1.0952380952381,3.99570815450644,1.1969696969697,1.55778894472362,1.5324384787472,1.88292011019284,1.46153846153846,1.625,1.10576923076923,1.56338028169014,1.53521126760563,1.76171079429735,1.90277777777778,1.8,1.3728813559322,1.55769230769231,1.70588235294118,5.83333333333333,1.5359911406423,6.3,1.44444444444444,1,1.41304347826087,1.01169590643275,2.36363636363636,1.40229885057471,3.81176470588235,1.6,2.02941176470588,2.14285714285714,1.06410256410256,1.36,2.05445544554455,3.2921686746988,1.08928571428571,2.59484346224678,2.73300970873786,1.84210526315789,4.73417721518987,1.88697788697789,1.07834101382488,1.51666666666667,1.21888412017167,1.6989247311828,3.71052631578947,1,2.12616822429907,1.43103448275862,1.09090909090909,1.10344827586207,1.14,1,1.00970873786408,1.26388888888889,2.50106609808102,3.64028776978417,2.2,1.16176470588235,4.23595505617977,1.41025641025641
