"","V2","V4","V1","V4.1","V4.2","V3","V4.3","V2.1","V5","V3.1","V3.2","V4.4","V4.5","V4.6","V4.7","V2.2","V5.1","V5.2","V5.3","V5.4","V4.8","V3.3","V3.4","V5.5","V4.9","V3.5","V3.6","V5.6","V1.1","V2.3","V4.10","V2.4","V4.11","V3.7","V3.8","V5.7","V5.8","V4.12","V5.9","V4.13","V2.5","V4.14","V3.9","V4.15","V3.10","V2.6","V4.16","V4.17","V4.18","V4.19","V2.7","V3.11","V5.10","V2.8","V5.11","V3.12","V3.13","V4.20","V5.12","V3.14","V3.15","V3.16","V5.13","V3.17","V3.18","V5.14","V2.9","V4.21","V1.2","V3.19","V4.22","V2.10","V2.11","V2.12","V2.13","V4.23","V5.15","V5.16","V4.24","V5.17","V4.25","V2.14","V5.18","V5.19","V4.26","V5.20","V4.27","V1.3","V3.20","V5.21","V3.21","V4.28","V4.29","V4.30","V4.31","V2.15","V4.32","V3.22","V4.33","V2.16","V4.34","V4.35","V4.36","V3.23","V3.24","V3.25","V5.22","V3.26","V5.23","V4.37","V5.24","V2.17","V2.18","V3.27","V5.25","V4.38","V5.26","V2.19","V3.28","V3.29","V5.27","V5.28","V2.20","V2.21","V4.39","V3.30","V4.40","V5.29","V5.30","V4.41","V2.22","V4.42","V5.31","V5.32","V4.43","V5.33","V5.34","V5.35"
"1",4.77377521613833,2.44339622641509,1.46625766871166,1.79381443298969,1.2618025751073,3.07547169811321,1.66349809885932,1.1,2.15615615615616,1.13846153846154,1.33990147783251,1.9375,3.2183908045977,1.3780487804878,1.48598130841121,4.33275563258232,3.04330708661417,12.7647058823529,3.33064516129032,7.63333333333333,1.79190340909091,2.96178937558248,2,1.04854368932039,2.4543795620438,3.24812030075188,1,27.1818181818182,1.1,3.81243830207305,1.85858585858586,1.1,2.77083333333333,1.51898734177215,1.1,1.35916824196597,1.16920731707317,1.21111111111111,14.2153846153846,2.85294117647059,1.08426966292135,1.87912087912088,5.79661016949153,1.37142857142857,2.44021739130435,1.71807397069086,3.57528957528958,2.94642857142857,2.33734939759036,1.16239316239316,1.1337962962963,4.89655172413793,2.27106227106227,1.32098765432099,1.20300751879699,6.92217898832685,1.42248062015504,2.32786885245902,6.8448275862069,1.70707070707071,2.57073170731707,1.09580838323353,2.62962962962963,4.359375,4.84920634920635,24.5263157894737,4.55753262158956,3.55675675675676,15.6312824956672,1.1,1.22794117647059,1.1,1.61977491961415,1.47082494969819,3.27361853832442,1.53571428571429,1.12426035502959,2.63888888888889,1.02415458937198,1.07948442534909,1.46835443037975,13.5064516129032,3.43065693430657,1.31748354059985,1.86315789473684,4.75641025641026,2.05217391304348,1.68468468468468,1.00917431192661,2.1028901734104,2.35036496350365,2.61904761904762,2.37037037037037,1.30864197530864,3.29310344827586,2.11428571428571,1.59192501802451,1.02910052910053,3.15384615384615,1.1,2.24,5.86705202312139,2.02564102564103,9.20491803278689,1.07407407407407,2.94642857142857,17.9130434782609,4.41851851851852,10.0331325301205,3.13235294117647,1.42650602409639,1.07593778591034,8.04098360655738,1.96735273243435,1.63055062166963,2.04761904761905,1.19652406417112,1.45572916666667,3.07478632478632,5.25274725274725,1.38028169014085,6.61392405063291,1.29787234042553,1.1,2.66813186813187,1.74698795180723,1.08333333333333,1.15625,9.05263157894737,3.58620689655172,3.55448717948718,3.30769230769231,1.08184143222506,4.88735177865613,1.88311688311688,6.78481012658228,2.09018567639257,6.44545454545455
