"","V4","V5","V4.1","V5.1","V1","V5.2","V1.1","V3","V1.2","V5.3","V1.3","V3.1","V1.4","V3.2","V4.2","V5.4"
"1",10.7064220183486,7.28220858895705,1.92947103274559,7.79310344827586,3.41666666666667,9.78260869565218,3.55666666666667,13.2842105263158,3.43606557377049,19.0746268656716,3.04193548387097,21.0655737704918,2.75609756097561,17.2567567567568,1.84210526315789,5.38461538461539
