"","V1"
"0001467373-13-000482_Business.txt",2
"0001467373-13-000482_Risk.txt",3
"0001467373-14-000467_Business.txt",2
"0001467373-14-000467_Risk.txt",3
"0001467373-15-000457_Business.txt",2
"0001467373-15-000457_Risk.txt",3
"0001467373-16-001080_Business.txt",2
"0001467373-16-001080_Risk.txt",5
"0001467373-17-000430_Business.txt",2
"0001467373-17-000430_Risk.txt",3
"0001467373-18-000318_Business.txt",2
"0001467373-18-000318_Risk.txt",5
"0001467373-19-000339_Business.txt",2
"0001467373-19-000339_Risk.txt",5
"0001467373-20-000376_Business.txt",1
"0001467373-20-000376_Risk.txt",1
