"","V3","V3.1","V5","V3.2","V3.3","V3.4","V5.1","V3.5","V3.6","V1","V1.1","V1.2","V1.3","V3.7","V2","V3.8","V3.9","V5.2","V3.10","V1.4","V2.1","V5.3","V5.4","V3.11","V3.12","V1.5","V1.6","V4","V2.2","V1.7","V3.13","V3.14","V1.8","V4.1","V4.2","V3.15","V4.3","V5.5","V3.16","V1.9","V5.6","V5.7","V3.17","V1.10","V5.8","V3.18","V1.11","V5.9","V2.3","V4.4","V3.19","V4.5","V3.20","V3.21","V1.12","V5.10","V1.13","V1.14","V1.15","V5.11","V1.16","V5.12","V5.13","V1.17","V3.22","V4.6","V3.23","V5.14","V5.15","V5.16","V3.24","V4.7","V1.18","V1.19","V1.20","V4.8","V1.21","V5.17","V5.18","V5.19","V5.20","V2.4","V1.22","V3.25","V5.21","V2.5","V2.6","V3.26","V4.9","V5.22","V3.27","V1.23","V3.28","V1.24","V1.25","V1.26","V1.27","V1.28","V5.23","V1.29","V5.24","V5.25","V3.29","V3.30","V3.31","V1.30","V1.31","V1.32","V3.32","V3.33","V1.33","V3.34","V3.35","V3.36","V3.37","V3.38","V3.39","V3.40","V3.41","V3.42","V3.43","V1.34","V5.26","V5.27","V1.35","V3.44","V5.28","V3.45","V5.29","V3.46"
"1",1.1,4.6,1.16614420062696,1.1,2.5979381443299,1.63157894736842,3.93103448275862,1.1,1.1,1.02380952380952,1.44347826086957,1.45714285714286,1.24025974025974,6.94117647058824,11.7411444141689,1.41666666666667,5.74390243902439,2.71544715447154,1.1,2,1.06666666666667,1.08333333333333,1.64957264957265,1.61538461538462,1.30769230769231,1.03490401396161,5.4375,1.29285714285714,1.33333333333333,1.23484848484848,2.08928571428571,3.72857142857143,1.43859649122807,5.2,64.1176470588235,1.1,2.35,1.47619047619048,2.40366972477064,1.72972972972973,1.175,1.61240310077519,11.4444444444444,1.02380952380952,2.65217391304348,1.5,2.65277777777778,1.35135135135135,15.2837209302326,1.16666666666667,1.26984126984127,1.08553230209281,2.47887323943662,1.1,1.12241054613936,1.18518518518519,2.90849673202614,1.21739130434783,3.47368421052632,1.48571428571429,4.17460317460317,1.14457831325301,2.25720620842572,4.02857142857143,1.21875,3.75352112676056,1.2,1.52380952380952,2.24832214765101,1.25,1.1,3.41685649202733,1.02325581395349,2.38636363636364,1.71508379888268,1.8,1.13924050632911,2.62316602316602,3.12745098039216,1.75280898876404,3.34883720930233,1.01020408163265,1.26190476190476,2.95882352941176,2.90666666666667,16.4880952380952,1.22252747252747,1.02325581395349,1.47368421052632,2.19298245614035,11.7894736842105,1.78947368421053,4.35474006116208,1.66666666666667,2.00826446280992,1.42957746478873,1.10344827586207,1.56521739130435,1.2,1.80487804878049,2.29698149951314,1.21951219512195,1,1.1,5.56666666666667,1.13986013986014,4.71111111111111,3.31578947368421,1.1,1.1,2.04545454545455,6.14285714285714,4.71739130434783,1.68,1.1,1.1,2.91111111111111,6.86046511627907,2.23809523809524,5.3921568627451,5.48,1.65174129353234,2.67241379310345,1.20212765957447,1.12765957446809,1.1,1.71428571428571,2.58333333333333,1.72,8.64210526315789
