"","V2","V4","V2.1","V1","V4.1","V2.2","V1.1","V1.2","V1.3","V4.2","V5","V1.4","V1.5","V1.6","V3","V1.7","V2.3","V1.8","V2.4","V2.5","V1.9","V1.10","V4.3","V1.11","V5.1","V2.6","V5.2","V2.7","V4.4","V5.3","V2.8","V3.1","V4.5","V3.2","V4.6","V1.12","V1.13","V1.14","V2.9","V3.3","V4.7","V4.8","V1.15","V4.9","V5.4","V2.10","V3.4","V3.5","V2.11","V4.10","V3.6","V5.5","V4.11","V3.7","V5.6","V5.7","V2.12","V4.12","V1.16","V2.13","V4.13","V1.17","V4.14","V1.18","V2.14","V3.8","V4.15","V4.16","V2.15","V2.16","V3.9","V5.8","V4.17","V3.10","V2.17","V2.18","V2.19","V1.19","V2.20","V2.21","V2.22","V2.23","V1.20","V5.9","V1.21","V3.11","V1.22","V1.23","V2.24","V5.10","V2.25","V3.12","V2.26"
"1",1.37550689375507,1.12437810945274,16.741935483871,5.08157099697885,1.3125,4.79773462783172,1.00906344410876,2.82981927710843,7.01307189542484,4.10289855072464,2.27118644067797,1.89220462850183,6.58258258258258,1.60952380952381,2.83896103896104,8.60130718954248,1.01780415430267,2.05390625,8.70430107526882,2.19607843137255,12.8666666666667,1.33029197080292,1.23552631578947,4.81541582150101,1.79710144927536,1.26726457399103,1.6046511627907,1.57868852459016,1.75601374570447,3.00948131622978,3.04302925989673,3.53720930232558,3.03795620437956,1.65131112686038,6.06633499170813,2.94071146245059,1.03731815306768,7.57236842105263,2.71666666666667,1.1,5.79766536964981,2.98774509803922,2.67866323907455,2.07243650047037,2.1010719754977,8.51,3.92197125256674,1.68235294117647,1.49881796690307,1.18228571428571,6.44607843137255,2.29919678714859,3.1707779886148,3.64050778995961,1.31309904153355,2.361380798274,2.43333333333333,5.20588235294118,1.66361256544503,9.27777777777778,3.39350180505415,2.26198083067093,2.17808219178082,1.27937915742794,1.09274193548387,1.1,3.19730941704036,1.00124688279302,6.84652278177458,2.85714285714286,2.20601173020528,1.16711590296496,2.41252552756978,2.04347826086957,9.17589576547231,3.39564660691421,4.16666666666667,2.47146739130435,1.58479532163743,4.01465201465201,4.66257668711656,2.63581488933602,1.325,14.6225895316804,1.07678244972578,2.58737316798196,1.06716417910448,4.84989429175476,1.10763358778626,1.05795768169273,1.63237518910741,1.41014975041597,2.83018867924528
