"","V1","V3","V2","V1.1","V1.2","V1.3","V1.4","V3.1","V2.1","V3.2","V2.2","V1.5","V1.6","V3.3","V3.4","V1.7","V4","V5","V4.1","V1.8","V5.1","V5.2","V3.5","V4.2","V5.3","V1.9","V1.10","V1.11","V1.12","V5.4","V1.13","V5.5"
"1",4.57668711656442,1.1551724137931,1.00591715976331,6.36363636363636,1.17073170731707,3.27791563275434,1.79916317991632,1.51960784313725,2.10191082802548,1.56315789473684,1.97727272727273,3.2741935483871,4.41379310344828,2.04699738903394,5.20454545454545,2.08088235294118,1.18604651162791,2.0625,2.32,1.96969696969697,1,1.81104033970276,1.74556213017751,3.91111111111111,1.29411764705882,1.85669781931464,3.61904761904762,12.7234042553191,2.94661921708185,2.33854166666667,1.11864406779661,1.37704918032787
