"","V2","V4","V3","V3.1","V1","V3.2","V2.1","V2.2","V4.1","V2.3","V3.3","V3.4","V3.5","V3.6","V2.4","V1.1","V3.7","V3.8","V1.2","V3.9","V3.10","V2.5","V5","V1.3","V2.6","V2.7","V4.2","V1.4","V2.8","V1.5","V4.3","V4.4","V5.1","V2.9","V4.5","V4.6","V5.2","V3.11","V3.12","V2.10","V2.11","V5.3","V2.12","V2.13","V2.14","V3.13","V3.14","V2.15","V3.15","V1.6","V3.16","V3.17","V1.7","V5.4","V3.18","V1.8","V1.9","V1.10","V1.11","V5.5","V5.6","V3.19","V4.7","V3.20","V3.21","V5.7","V3.22","V2.16","V2.17","V2.18","V1.12"
"1",1.19230769230769,1.1,1.89530685920578,1.08695652173913,20.1290322580645,1.52631578947368,4.82251082251082,2.43918918918919,1.1,1.20754716981132,3.71739130434783,1.27586206896552,1.08695652173913,12.6304347826087,1.11320754716981,3.83555555555556,1.25,1.36363636363636,1.3728813559322,2.003,1.79351032448378,1.50390625,14.3541666666667,1.01801801801802,5.01302460202605,2.26315789473684,1.1,5.25429553264605,4.175,5.32786885245902,1.1,1,1.1,1.1353711790393,1.1,16.9026763990268,1.65612648221344,2.34210526315789,2.42,2.34501347708895,2.11290322580645,20.4473684210526,1.96672212978369,2.58709677419355,3.96875,1.42753623188406,1.00735294117647,1.09615384615385,1.07596513075965,4.58518518518518,2.75,1.75268817204301,6.35660847880299,1.0859375,1.79268292682927,1.01612903225806,1.18363939899833,2.05660377358491,4.00454545454545,2.73975636766334,1.12727272727273,1.82962962962963,1.46268656716418,1.24019607843137,3.53658536585366,3.96153846153846,5.70901639344262,6.65909090909091,5.08743169398907,1.91466666666667,2.65407554671968
