"","V5","V5.1","V2","V2.1","V3","V1","V3.1","V1.1","V5.2","V5.3","V2.2","V2.3","V1.2","V1.3","V5.4","V2.4","V5.5","V2.5","V3.2","V1.4","V2.6","V3.3","V2.7","V3.4","V1.5","V3.5","V5.6","V3.6","V4","V3.7","V5.7","V2.8","V3.8","V5.8","V5.9","V2.9","V3.9","V2.10","V1.6","V3.10","V1.7","V2.11","V3.11","V3.12","V3.13","V2.12","V2.13","V3.14","V2.14","V3.15","V2.15","V2.16","V3.16","V2.17","V2.18","V3.17","V3.18","V5.10","V3.19","V3.20","V2.19","V2.20","V2.21","V1.8","V1.9","V4.1","V2.22","V1.10","V3.21","V3.22","V2.23"
"1",1,1,5.54,1.25454545454545,1.20779220779221,1.83870967741935,1.28333333333333,1.29824561403509,1,1.06,1.53333333333333,1.16,1.32692307692308,1.00877192982456,1.39473684210526,1.29310344827586,1.2,1.375,1.20408163265306,3.03951367781155,4.29113924050633,1.91044776119403,1.26315789473684,1.48,1.93016759776536,1.5,1,1.29333333333333,1,1.45238095238095,1,3.32258064516129,1.17647058823529,1.40490797546012,1,1.45229681978799,1.03688524590164,1.40740740740741,1.66666666666667,1.27491408934708,1.40909090909091,2,3.33888888888889,3.3695652173913,1.82857142857143,3.24705882352941,1.47425474254743,1.08333333333333,5.18064516129032,1.78807947019868,1,2.05524861878453,2.43030303030303,1.39130434782609,1.62376237623762,1.01639344262295,2.29501915708812,1.23255813953488,1.13989637305699,2.42091152815013,1.375,1.45161290322581,2.68,1.90654205607477,1.20588235294118,1.1304347826087,1.47878787878788,1.05263157894737,2.20481927710843,2.46710526315789,2.90751445086705
