"","V2","V4","V2.1","V4.1","V2.2","V4.2","V2.3","V4.3","V2.4","V1"
"1",2.15584415584416,1.05105105105105,1.58730158730159,1.10562685093781,1.64729458917836,1.16717635066259,1.61414141414141,1.19210245464248,3.203125,9.16788321167883
