"","V1","V1.1","V2","V1.2","V3","V1.3","V1.4","V1.5","V5","V2.1","V2.2","V1.6","V4","V4.1","V4.2","V2.3","V2.4","V1.7","V2.5","V1.8","V2.6","V4.3","V1.9","V1.10","V4.4","V2.7","V2.8","V4.5","V1.11","V1.12","V1.13","V2.9","V2.10","V2.11","V3.1","V1.14","V1.15","V2.12","V4.6","V1.16","V3.2","V4.7","V2.13","V2.14","V1.17","V3.3","V1.18","V1.19","V3.4","V1.20","V2.15","V5.1","V2.16","V5.2","V1.21","V2.17","V3.5","V3.6","V3.7","V4.8","V2.18","V5.3","V5.4","V2.19","V5.5","V3.8","V4.9","V1.22","V3.9","V1.23","V3.10","V1.24","V2.20","V1.25","V1.26","V4.10","V5.6","V3.11","V1.27","V4.11","V1.28","V3.12","V2.21","V4.12","V4.13","V4.14","V5.7","V5.8","V3.13","V1.29","V4.15","V1.30","V3.14","V4.16","V5.9","V5.10","V4.17","V5.11","V3.15","V4.18","V4.19","V4.20","V2.22","V1.31","V4.21","V1.32","V5.12","V1.33","V1.34","V4.22","V1.35","V3.16","V4.23","V1.36"
"1",1.03333333333333,1.01508620689655,1.44642857142857,1.03846153846154,2.27380952380952,1.7816091954023,6.33333333333333,1.54545454545455,1,1.03846153846154,3.58823529411765,5.05357142857143,1.14705882352941,1,1.45833333333333,1.14285714285714,1.09302325581395,1.25,1.16129032258065,2.03370786516854,1.19607843137255,1.33333333333333,2.98019801980198,8.1304347826087,1,1.71014492753623,1.57575757575758,1,2.50581395348837,3.57692307692308,1.21666666666667,3.20253164556962,2.68292682926829,1.05263157894737,1.11111111111111,4.83225806451613,2.44210526315789,1.37297297297297,1,3.35714285714286,1.07407407407407,1.25,1.07692307692308,2.38938053097345,1.24324324324324,1.29411764705882,2.072,1.96174863387978,1.35897435897436,2.1907514450867,1.23684210526316,1,1.05660377358491,1.11538461538462,1.21052631578947,1.09090909090909,1.39202657807309,1.56521739130435,1.04545454545455,1,1.06458797327394,1.875,1,1.48936170212766,1,2.61111111111111,1,2.62857142857143,1.6734693877551,1.4954954954955,1.1,3.21917808219178,2.20588235294118,1.72602739726027,2.80519480519481,1.89655172413793,1.4075723830735,1.31578947368421,1.32692307692308,1.06666666666667,1.15384615384615,1.12,1.23809523809524,1.14,1,1,1,1,1.21645021645022,1.69369369369369,1.06896551724138,4.29411764705882,1.16666666666667,1.19354838709677,1.11206896551724,1.52027027027027,1,1,1.56410256410256,1.07594936708861,1.05128205128205,1,1.05357142857143,1.14772727272727,1.8,1.07305936073059,1.66666666666667,1.90220385674931,2.03389830508475,1,2.11764705882353,1.24,1.18918918918919,1.48275862068966
