"","V4","V2","V1","V4.1","V1.1","V2.1","V4.2","V3","V1.2","V4.3","V3.1","V3.2","V2.2","V5","V5.1","V1.3","V3.3","V2.3","V3.4","V3.5","V3.6","V5.2","V2.4","V3.7","V5.3","V1.4","V5.4","V5.5","V2.5","V3.8","V4.4","V3.9","V3.10","V3.11","V2.6","V4.5","V5.6","V1.5","V5.7","V3.12","V1.6","V2.7","V1.7","V3.13","V2.8","V4.6","V3.14","V2.9","V5.8","V2.10","V3.15","V3.16","V4.7","V4.8","V3.17","V4.9","V1.8","V2.11","V4.10","V5.9","V1.9","V2.12","V3.18","V1.10","V3.19","V2.13","V3.20","V4.11","V2.14","V4.12","V2.15","V3.21","V4.13","V2.16","V3.22","V1.11","V1.12","V2.17","V3.23","V2.18","V5.10","V1.13","V4.14","V1.14","V5.11","V5.12","V3.24","V3.25","V1.15","V2.19","V3.26","V3.27","V1.16","V2.20","V4.15","V3.28","V5.13","V3.29","V4.16","V1.17","V1.18","V5.14","V3.30","V2.21","V3.31","V5.15","V3.32","V4.17","V4.18","V5.16","V2.22","V2.23","V5.17","V3.33"
"1",1.03225806451613,1.20594479830149,1.61728395061728,1.85185185185185,3.57853403141361,1,1.22105263157895,7.49019607843137,1.1,2.11111111111111,2.55737704918033,3.79858657243816,1.17948717948718,1.1,1.14285714285714,1.375,3.35106382978723,1.82352941176471,7.43055555555556,1.87292817679558,2.09836065573771,1.21739130434783,1.03986710963455,2.05347593582888,1.1,1.38983050847458,1.125,1.1,1.18329466357309,2.90322580645161,2.01369863013699,1.89723320158103,1.83636363636364,1.025,1.51666666666667,1.78771695594125,10.75,1.11023622047244,1.1,1.61702127659574,1.10344827586207,1.56666666666667,3.21428571428571,1.07777777777778,1.08695652173913,1.22727272727273,2.91505791505791,1.14206128133705,5.04528301886792,1.18997361477573,1.1063829787234,1.1,5.53571428571429,1.20689655172414,1,2.80555555555556,3.22673031026253,1.375,11.9130434782609,1.1,1.50836820083682,9.48888888888889,1.1,2.43571428571429,1.1,1.34042553191489,1.06060606060606,2.91576086956522,1.09756097560976,2.02409638554217,2.86792452830189,1.66382978723404,1.22666666666667,1.1031746031746,2.98148148148148,1.04090909090909,1.91139240506329,1.156,6.72463768115942,1.3125,1.06666666666667,1.17857142857143,1.67307692307692,9.92982456140351,1.1,1.1,1.1,1.1,1.56227758007117,1.39893617021277,1.03225806451613,2.16438356164384,1.468671679198,1.21621621621622,1.10852713178295,2.14222222222222,1.1,1.1,1.36065573770492,1.63529411764706,1.63414634146341,1.1,5.67796610169492,2.99009900990099,2.55555555555556,1.68510638297872,4.38,1.30702389572773,1.16666666666667,1.1,1.15277777777778,1.09677419354839,1.11363636363636,3.98837209302326
