"","V2","V5","V5.1","V4","V5.2","V3","V4.1","V4.2","V5.3","V4.3","V5.4","V2.1","V4.4","V5.5","V5.6","V5.7","V3.1","V4.5","V1","V1.1","V3.2","V4.6","V4.7","V3.3","V3.4","V5.8","V3.5","V1.2","V4.8","V5.9","V3.6","V4.9","V5.10","V4.10","V4.11","V4.12","V1.3","V3.7","V1.4","V5.11","V1.5","V5.12","V3.8","V2.2","V5.13","V3.9","V4.13","V1.6","V3.10","V1.7","V2.3","V4.14","V3.11","V2.4","V4.15","V3.12","V5.14","V4.16","V4.17","V1.8","V4.18","V4.19","V1.9","V4.20","V4.21","V5.15","V4.22","V4.23","V4.24","V1.10","V4.25","V5.16","V3.13","V5.17","V3.14","V1.11","V3.15","V3.16","V5.18","V4.26","V4.27","V4.28","V2.5","V2.6","V2.7","V3.17","V4.29","V4.30","V4.31","V1.12","V2.8","V4.32","V5.19","V4.33","V5.20","V4.34","V3.18","V2.9","V2.10","V4.35","V3.19","V2.11","V4.36","V5.21","V1.13","V1.14","V4.37","V4.38","V5.22","V2.12","V1.15","V3.20","V5.23","V1.16","V2.13","V3.21","V4.39","V1.17","V2.14","V4.40","V3.22","V2.15"
"1",3.14583333333333,1.85714285714286,1.29896907216495,4.95687885010267,1.425,1.16666666666667,4.44642857142857,1.78947368421053,2.53488372093023,1.31578947368421,1.67406380027739,4.92207792207792,5.8,3.52019002375297,1.24,1.47368421052632,2.18021978021978,3.2020202020202,1.1,1.1,1.86842105263158,2.64396284829721,3.24087591240876,3.06896551724138,3.44285714285714,8.42741935483871,1.30293159609121,1.1,1.65217391304348,1.30612244897959,5.77149877149877,1.76219512195122,1.2,3.65405405405405,1.58718861209964,1.859375,8.70422535211268,1.78064516129032,1.1,2,1.1,1.05334538878843,4.30681818181818,3.33913043478261,1.22222222222222,1.91931540342298,1.78,1.1,1.48,1.66931216931217,2.4020618556701,2.26337448559671,3.25531914893617,1.1,2.77551020408163,3.1640625,1.52818991097923,2.58333333333333,2.31818181818182,8.87096774193548,1.62264150943396,2.19047619047619,1.2258064516129,8.26666666666667,4.79666666666667,2.8411214953271,3.04597701149425,5.44117647058824,2.03870967741935,1.76525821596244,8.15189873417722,1.48039215686275,2.11764705882353,2.08333333333333,1.84745762711864,1.1,2.22222222222222,1.21153846153846,1.13207547169811,2.55789473684211,3.84523809523809,4.34645669291339,2.54285714285714,2.0875,4,1.1,2.04651162790698,6.8,1.36363636363636,1.06451612903226,5.40277777777778,2.17894736842105,1.65217391304348,1.05555555555556,1.15584415584416,2.39024390243902,3.21836734693878,1.1,2.83333333333333,1.05405405405405,2.81720430107527,2.93650793650794,2,2.3030303030303,37.5344827586207,1.1,7.14876033057851,1.06451612903226,1.12727272727273,5.23885350318471,1.1,2.02439024390244,1.59574468085106,4.35864978902954,6.29438202247191,2.4398249452954,1.48648648648649,1.41491841491841,2.45161290322581,1.39655172413793,2.21818181818182,1.32727272727273
