"","V4","V3","V3.1","V4.1","V1","V1.1","V3.2","V5","V4.2","V5.1","V5.2","V1.2","V5.3","V5.4","V5.5","V1.3","V3.3","V5.6","V1.4","V5.7","V5.8","V4.3","V4.4","V4.5","V4.6","V3.4","V4.7","V1.5","V5.9","V4.8","V5.10","V4.9","V3.5","V5.11","V5.12","V4.10","V4.11","V4.12","V1.6","V3.6","V3.7","V3.8","V5.13","V5.14","V1.7","V5.15","V3.9","V4.13","V4.14","V4.15","V1.8","V3.10","V1.9","V5.16","V5.17","V3.11","V5.18","V4.16","V1.10","V5.19","V3.12","V5.20","V3.13","V4.17","V5.21","V5.22","V3.14","V5.23","V4.18","V4.19","V5.24","V5.25","V5.26","V1.11","V4.20","V3.15","V3.16","V3.17","V4.21","V3.18","V2","V3.19","V5.27","V5.28","V5.29","V5.30","V3.20","V5.31","V4.22","V5.32","V4.23","V1.12","V4.24","V5.33","V5.34","V4.25","V3.21","V3.22","V5.35"
"1",2.00757575757576,8.41558441558442,1.125,1.4,1.88461538461538,17.327868852459,1.16666666666667,1.12121212121212,1.14545454545455,1,1.80769230769231,1.71641791044776,1.28,2.99041533546326,2.8,1.29213483146067,1.04065040650407,1,1.80327868852459,1.07142857142857,1.57142857142857,2.47435897435897,1.62135922330097,1.25531914893617,1.75524475524476,1.04545454545455,1.21428571428571,16.7934782608696,3.37142857142857,2.94,1.73550724637681,2.08783783783784,1.05882352941176,1.94545454545455,1.66666666666667,1.125,2.87333333333333,1.54358974358974,1.13157894736842,3.41066666666667,1.57894736842105,1.5,1.17857142857143,1.484375,1.42857142857143,2.15789473684211,5.98550724637681,1.16129032258065,5.08333333333333,2.93140794223827,1.16071428571429,1.46666666666667,1.57142857142857,1,1.17857142857143,1.20689655172414,1,1.21428571428571,1.06666666666667,1.38461538461538,3.69512195121951,1,4.14814814814815,1.24444444444444,1,1,1.29310344827586,1.28571428571429,1.13333333333333,1.0952380952381,1.07407407407407,3.58536585365854,1,1.48352435530086,1.75714285714286,2.74883720930233,1.09302325581395,1.08361204013378,1.6578947368421,1.03571428571429,4.41640378548896,1.83333333333333,1,1.9375,1.29411764705882,1.23809523809524,1.44444444444444,1,1.42857142857143,2,2.14393939393939,1.22834645669291,1.74061433447099,2.89538461538462,2,1.05,1.25242718446602,3.6865671641791,1.44444444444444
