"","V1","V3","V4","V3.1","V1.1","V2","V3.2","V2.1","V1.2","V2.2","V1.3","V5","V5.1","V3.3","V5.2","V3.4","V4.1","V4.2","V1.4","V3.5","V5.3","V3.6","V3.7","V4.3","V2.3","V3.8","V2.4","V2.5","V5.4","V3.9","V5.5","V3.10","V1.5","V1.6","V3.11","V4.4","V2.6","V4.5","V4.6","V2.7","V3.12","V5.6","V4.7","V5.7","V3.13","V1.7","V3.14","V3.15","V3.16","V1.8","V3.17","V4.8","V5.8","V5.9","V3.18","V1.9","V3.19","V5.10","V4.9","V3.20","V3.21","V2.8","V3.22","V3.23","V4.10","V3.24","V1.10","V2.9","V1.11","V3.25","V5.11","V3.26","V4.11","V1.12","V5.12","V5.13","V2.10","V5.14","V3.27","V3.28","V3.29","V2.11","V4.12","V2.12","V3.30","V4.13","V5.15","V4.14","V3.31","V1.13","V2.13","V2.14","V1.14","V5.16","V1.15","V1.16","V3.32","V4.15","V4.16","V2.15","V4.17","V2.16","V2.17","V1.17","V1.18","V2.18","V3.33","V4.18","V1.19","V1.20","V2.19","V1.21","V1.22","V2.20","V4.19","V4.20","V2.21","V4.21","V3.34","V1.23","V1.24","V4.22","V4.23","V2.22","V3.35","V3.36","V3.37","V3.38","V1.25","V3.39","V2.23","V3.40","V4.24","V1.26","V4.25","V2.24","V1.27"
"1",1.15463917525773,1.04,2.94705882352941,1.05853658536585,2.30691056910569,1.84129213483146,2.17391304347826,3.13427561837456,1.38787878787879,1.18454935622318,5.82481751824818,3.70068027210884,1,1.35384615384615,2.42857142857143,2.21428571428571,1.3953488372093,1.66582278481013,3.36641221374046,1.93715846994536,1.19209039548023,1.17303370786517,3.63870967741935,1.04444444444444,1.186,1.06060606060606,1.70186335403727,1.53297872340426,1,2.23467230443975,1.24521354933726,3.05128205128205,1.01492537313433,2.37125748502994,2.08653846153846,1.25,1.81081081081081,1.93406593406593,1,1.11016949152542,1.95652173913043,1,2.06818181818182,1.70344827586207,2.59195402298851,1.10588235294118,1.79824561403509,1.93478260869565,1.58108108108108,3.46133333333333,1.79637096774194,1.41951219512195,5.79690949227373,1,1.32142857142857,1.23636363636364,1.20689655172414,1.07649043869516,1.23156089193825,1.31818181818182,1.05263157894737,1.93548387096774,2.45149700598802,2.11779769526248,6.47647058823529,2.13496932515337,1.03691813804173,1.48484848484848,2.17204301075269,1.16716417910448,6.14285714285714,6.09724770642202,1.02777777777778,1.44158415841584,1.77464788732394,1.97191011235955,1.36743674367437,1.55263157894737,1.36312849162011,1.42760180995475,1.43478260869565,1.62177650429799,1.51794871794872,5.97808219178082,1.05454545454545,1.72669491525424,2.35211267605634,1.33333333333333,1.1,1.27830188679245,1.29268292682927,2.31192660550459,1.23333333333333,1.16438356164384,1.21186440677966,1.57196261682243,1.31818181818182,1.30985915492958,1.9237668161435,4.02316602316602,1,1.60869565217391,1.20547945205479,1.34567901234568,1.03225806451613,1.42994011976048,1.0989010989011,1.47306791569087,1.07894736842105,4.75257731958763,3.48922413793103,1.64197530864198,1.82508250825082,3.80701754385965,2.13253012048193,1.45882352941176,1.4327485380117,1.2,1.03720930232558,2.15384615384615,1.23529411764706,1.19512195121951,4.58236272878536,1,3.09259259259259,2.97297297297297,1.5,1.09734513274336,1.23255813953488,2.0414691943128,2.53571428571429,1.31724137931035,1.43031358885017,1.18970189701897,1.76315789473684,1.02083333333333,1.01369863013699
