"","V1"
"Youtube Corpus-7muEt_a4CA.txt",3
"Youtube Corpus-OEgiMH5aok.txt",4
"Youtube Corpus-RmoWCHZjt4.txt",2
"Youtube Corpus_aLAsAVDOtg.txt",2
"Youtube Corpus_aUq7lmMfxo.txt",3
"Youtube Corpus0bMe_vCZo30.txt",1
"Youtube Corpus0m5GNDo-CFM.txt",4
"Youtube Corpus0rZtSwNOTQo.txt",5
"Youtube Corpus0VH1Lim8gL8.txt",2
"Youtube Corpus1bS0q0RkoH0.txt",1
"Youtube Corpus1CT-kxjYbFU.txt",3
"Youtube Corpus1VI3xTh-TMA.txt",2
"Youtube Corpus3686AJmoDTA.txt",3
"Youtube Corpus3qoPw6GT1JE.txt",4
"Youtube Corpus4b4MUYve_U8.txt",1
"Youtube Corpus4gma8_kirBI.txt",4
"Youtube Corpus51FpOjNtg0Q.txt",2
"Youtube Corpus5qmMvFRaEig.txt",3
"Youtube Corpus6stKGH6zI8g.txt",5
"Youtube Corpus7EdFpgcD8vk.txt",1
"Youtube Corpus7R52wiUgxZI.txt",2
"Youtube Corpus7v933EUdxzU.txt",1
"Youtube Corpus87kLfzmYBy8.txt",1
"Youtube Corpus8jiOheSz_ms.txt",3
"Youtube Corpus8Kn4Gi8iSYQ.txt",5
"Youtube Corpus8uQkk-JFHtA.txt",5
"Youtube Corpus9tyDPpvjXXE.txt",3
"Youtube Corpusac_W9IgKX2c.txt",5
"Youtube CorpusAhvFggX2xow.txt",3
"Youtube CorpusAIiwuClvH6k.txt",1
"Youtube CorpusaLSmjr0fQtQ.txt",2
"Youtube CorpusamJwZABOJWw.txt",1
"Youtube Corpusb-wNHG-bYGg.txt",2
"Youtube Corpusbc-6tzTyYcM.txt",5
"Youtube CorpusbhF5jXh2ziE.txt",2
"Youtube CorpusBLDqaERoZUQ.txt",5
"Youtube CorpusBnpB3GrpsfM.txt",3
"Youtube CorpusbpR1UXO8ni8.txt",2
"Youtube CorpusBqgnnrojVBI.txt",5
"Youtube Corpusc0vSwglRY4w.txt",5
"Youtube CorpuscaXP8WdEAS8.txt",4
"Youtube CorpusCEMvleEU-Y8.txt",2
"Youtube CorpusCG3JQPDk_As.txt",2
"Youtube CorpuscIooAe0Egj8.txt",2
