"","V4","V3","V2","V1","V1.1","V4.1","V3.1","V1.2","V3.2","V2.1","V1.3","V4.2","V4.3","V5","V5.1","V1.4","V2.2","V1.5","V4.4","V3.3","V2.3","V5.2","V1.6","V5.3","V3.4","V4.5","V3.5","V3.6","V1.7","V5.4","V5.5","V3.7","V1.8","V2.4","V4.6","V1.9","V4.7","V1.10","V1.11","V4.8","V2.5","V1.12","V5.6","V2.6","V5.7","V4.9","V1.13","V1.14","V1.15","V2.7","V2.8","V1.16","V1.17","V1.18","V5.8","V5.9","V1.19","V4.10","V5.10","V3.8","V4.11","V1.20","V4.12","V5.11","V2.9","V3.9","V5.12","V1.21","V1.22","V2.10","V3.10","V1.23","V2.11","V2.12","V1.24","V1.25","V1.26","V5.13","V1.27","V1.28","V2.13","V2.14","V3.11","V1.29","V3.12","V3.13","V1.30","V3.14","V2.15","V2.16","V3.15","V3.16","V5.14","V2.17","V4.13","V5.15","V4.14","V1.31","V4.15","V2.18","V3.17","V4.16","V1.32","V2.19","V5.16","V4.17","V1.33","V4.18","V1.34","V2.20","V4.19","V4.20","V5.17","V1.35","V1.36","V3.18","V1.37","V1.38","V5.18","V4.21","V3.19","V2.21","V1.39","V2.22","V4.22","V1.40","V1.41","V5.19","V3.20","V4.23","V5.20","V3.21","V3.22","V5.21","V1.42","V2.23","V3.23","V3.24"
"1",6.62786596119929,1.57042253521127,1.16909620991254,2.2682119205298,5.17278617710583,2.36900129701686,1.34020618556701,1.5442536327609,2.0325,3.31120331950207,1.72448979591837,2.05769230769231,1.1,1.36304062909567,5.28644501278772,1.41891891891892,3.01111111111111,3.12017167381974,5.97470817120623,1.19047619047619,26.8198198198198,3.13549337260678,6.80441640378549,3.22671009771987,1.28985507246377,1.43529411764706,1.55411255411255,20.1267605633803,10.9727891156463,1.06585081585082,2.68689320388349,12.2874251497006,1.38709677419355,1.2,2.98666666666667,1.74193548387097,1.03508771929825,1.57219251336898,1.07640449438202,3.83601286173633,7.54807692307692,3.10798816568047,3.32394366197183,4.75708502024292,1.58510638297872,2.66158536585366,1.67801857585139,1.10126582278481,1.71641791044776,1.11538461538462,2.71264367816092,1.7521186440678,1.03076923076923,6.32389937106918,1.34900662251656,1.63803680981595,1.07218683651805,3.51431601272534,1.25044722719141,1.63318777292576,21.2386363636364,2.83849557522124,1.29411764705882,1.67010309278351,1.1,8.40677966101695,17.6363636363636,1.18258426966292,3.63959390862944,15.1588785046729,1.58080808080808,2.03106796116505,2.97826086956522,1.64027303754266,2.83310152990264,1.2258064516129,1.82432432432432,2.2289972899729,4.18571428571429,1.46666666666667,4.78009049773756,5.65413533834587,1.92142857142857,4.54881266490765,9.65909090909091,1.2156862745098,2.38473520249221,1.16129032258065,1.99165439371625,1.95652173913043,7.69444444444445,11.6363636363636,4.25769230769231,1.78506097560976,1.54054054054054,1.12238805970149,1.65448113207547,2.17073170731707,15.3105590062112,17.0992063492063,2.41558441558442,3.70630372492837,12.497005988024,1.1,2.0406063887385,1.67330677290837,1.05481481481481,7.67441860465116,1.74626865671642,3.59259259259259,6.74820143884892,1.29332386363636,3.72222222222222,2.06147540983607,11.1459854014599,5.31152204836415,1.49901768172888,2.17073170731707,1.03896103896104,3.01223581757508,3.40740740740741,4.8936877076412,4.89915966386555,8.6085409252669,8.70227272727273,3.7877358490566,2.17948717948718,1.76341463414634,23.3432835820895,2.21160409556314,3.24923076923077,1.96428571428571,1.02127659574468,9.37769784172662,4.67870036101083,1.1864406779661,1.44024390243902,1.35880398671096
