"","V5","V5.1","V4","V1","V4.1","V5.2","V5.3","V5.4","V1.1","V5.5","V5.6","V3","V5.7","V5.8","V4.2","V2","V5.9","V5.10","V5.11","V1.2","V3.1","V5.12","V4.3","V3.2","V1.3","V5.13","V2.1","V3.3","V5.14","V5.15","V5.16","V4.4","V5.17","V5.18","V5.19","V5.20","V5.21","V4.5","V1.4","V5.22","V3.4","V1.5","V5.23","V5.24","V2.2","V5.25","V4.6","V5.26","V5.27","V3.5","V4.7","V5.28","V5.29","V5.30","V1.6","V3.6","V5.31","V3.7","V5.32","V5.33","V3.8","V5.34","V1.7","V3.9","V2.3","V1.8","V5.35","V3.10","V5.36","V5.37","V5.38","V2.4","V4.8","V5.39","V5.40","V5.41","V5.42","V5.43","V5.44","V5.45","V1.9","V3.11","V5.46","V5.47","V5.48","V5.49","V3.12","V2.5","V5.50","V5.51","V5.52","V1.10","V1.11","V4.9","V5.53","V1.12","V4.10","V1.13","V2.6","V1.14","V5.54","V5.55","V5.56","V1.15","V1.16","V5.57","V5.58","V5.59","V4.11","V5.60","V3.13","V5.61","V3.14","V2.7","V4.12","V5.62","V5.63","V5.64","V5.65","V4.13","V5.66","V5.67","V5.68","V5.69","V5.70"
"1",1.47524752475248,1.42666666666667,2.67741935483871,1.75,1.04838709677419,3.65882352941176,1.21875,2.49350649350649,1.6,4.13258426966292,6.8698224852071,1.08846153846154,1.16831683168317,1.73170731707317,1.01320132013201,2.46478873239437,1.02325581395349,1.26086956521739,1.94642857142857,1.15,1.45454545454545,1.53333333333333,9.45414847161572,1.62977099236641,2.94230769230769,1,1.11538461538462,1.0463768115942,1.93607305936073,4.59154929577465,2.02777777777778,1.35443037974684,1,10.2056074766355,1.5,1.45040214477212,1,1.39811066126856,2.39893617021277,1.28457446808511,1.70779220779221,1.51063829787234,4.03125,4.54545454545455,1.2713567839196,1.21594684385382,1.27027027027027,1.75101214574899,1.9811320754717,1.60846560846561,3.02702702702703,2.24577861163227,1.10526315789474,1.05479452054795,1.19318181818182,2.34137931034483,1.16666666666667,1.33576642335766,11.0642857142857,13.6440677966102,1.1304347826087,1.625,4.31034482758621,1.37541528239203,1.10204081632653,1.51351351351351,1.70491803278689,1.10344827586207,1.83756345177665,3.07424593967517,1.03723404255319,1.97142857142857,4.75,2.29166666666667,1.23287671232877,1.85185185185185,1.41925465838509,2.22222222222222,1.25,2.28571428571429,1.45283018867925,1.84444444444444,8.39240506329114,2.4529702970297,3.86831812255541,1,1.38541666666667,1.55932203389831,2.7995951417004,2.82,1.21794871794872,2.98198198198198,1.03791469194313,1.03508771929825,1.11111111111111,1.28481012658228,1.24137931034483,1.23880597014925,1.94285714285714,2.02857142857143,1,2.42553191489362,1.93103448275862,1.14814814814815,1.48780487804878,1,2.09770114942529,1,1.20833333333333,1.32222222222222,1.81675392670157,1,2.01571946795647,1.43283582089552,1.02247191011236,1.24137931034483,4.35714285714286,1.04132231404959,1,2.05051664753157,1,1.20277777777778,1.5,2.97849462365591,3.03954802259887
