"","V3","V4","V2","V2.1","V3.1","V1","V4.1","V5","V2.2","V1.1","V3.2","V2.3","V3.3","V4.2","V1.2","V4.3","V2.4","V3.4","V5.1","V1.3","V2.5","V1.4","V1.5","V3.5","V5.2","V5.3","V3.6","V5.4","V3.7","V1.6","V2.6","V1.7","V2.7","V5.5","V2.8","V5.6","V3.8","V2.9","V5.7","V5.8","V4.4","V2.10","V2.11","V2.12","V2.13","V3.9","V1.8","V2.14","V2.15","V3.10","V1.9","V2.16","V4.5","V1.10","V2.17","V3.11","V2.18","V3.12","V1.11","V2.19","V5.9","V3.13","V2.20","V5.10","V1.12","V2.21","V5.11","V3.14","V3.15","V2.22","V4.6","V1.13","V2.23","V5.12","V2.24","V2.25","V1.14","V3.16","V2.26","V2.27","V2.28","V3.17","V2.29","V3.18","V4.7","V1.15","V3.19","V3.20","V2.30","V4.8","V3.21","V3.22","V3.23","V2.31","V2.32","V2.33","V5.13","V3.24","V5.14","V4.9","V2.34","V5.15","V3.25","V3.26","V3.27","V4.10","V5.16","V5.17","V5.18","V5.19","V3.28","V4.11","V2.35","V5.20","V2.36","V1.16","V3.29","V3.30","V2.37","V3.31","V3.32","V3.33","V1.17","V3.34","V1.18","V1.19","V2.38","V1.20","V5.21","V5.22","V4.12","V1.21","V5.23","V4.13","V1.22","V4.14","V3.35"
"1",1.64732142857143,3.12087912087912,7.56087824351297,13.4654377880184,2.29515418502203,2.73073989321129,1.52,2.33709131905299,5.72489082969432,3.60688405797101,2.41687552213868,3.76470588235294,1.1,1.09090909090909,2.55490196078431,7.65322580645161,4.3,4.99544072948328,4.13378684807256,1.62059238363893,2.06350710900474,4.27394636015326,1.53014184397163,3.53191489361702,2.87858347386172,6.81632653061224,3.54014598540146,1.98681471200555,1.1,3.84200567644276,1.50443524541691,4.0672268907563,1.22058823529412,4.00252525252525,6.53917050691244,1.13333333333333,2.12769485903814,10.5170454545455,1.1,9.92111959287532,1.8,1.1,1.04395604395604,7.98380566801619,1.67405764966741,6.41489361702128,4.00975609756098,1.06741573033708,4.96581196581197,5.15793528505393,1.30639730639731,2.43642611683849,1.82520944402133,1.1,4.47297297297297,1.90196078431373,3.65714285714286,3.99686520376176,5.01671309192201,2.1551724137931,1.45,1.75,1.06204201270151,1.30713422007255,1.26793823796549,1.90229885057471,4.68575851393189,1.24489795918367,4.53465346534653,1.69309462915601,1.78380706287683,1.13060487511285,1.7027027027027,3.28708791208791,2.1031746031746,1.63627730294397,1.54625905068383,5.11864406779661,4.13063524590164,2.06973058637084,2.87878787878788,1.64752650176678,2.77702702702703,1.54353803849679,1.1551724137931,1.17791411042945,1.39520958083832,1.625,4.78787878787879,27.7158671586716,4.05660377358491,1.63095238095238,4.78378378378378,2.88235294117647,1.23426573426573,1.24256837098692,2.30172413793103,6.27956989247312,7.29137529137529,1.58445297504798,3.59649122807018,2.97297297297297,6.19318181818182,4.28440366972477,2.25,2.55778894472362,2.44,7.44197138314785,37.1544715447154,4.03687635574837,1.21124150710315,3.49248120300752,6.08860759493671,3.40399385560676,1.33333333333333,3.56451612903226,2.21428571428571,5.11111111111111,18.0582959641256,8.48214285714286,2.96598639455782,5.93877551020408,1.18736383442266,3.77894736842105,1.08982035928144,2.49818181818182,4.73333333333333,2.56612903225806,5.49895178197065,2.64422518862449,1.77112676056338,5.78534031413613,1.70158343483557,23.4191343963553,10.9452736318408,5.31972789115646,1.7027027027027
