"","V3","V1","V1.1","V2","V3.1","V2.1","V3.2","V2.2","V5","V4","V5.1","V4.1","V5.2","V4.2"
"1",1.38983050847458,1.08433734939759,1.11143695014663,1.27503974562798,1.08651026392962,1.49346405228758,1.38005780346821,1.58105939004815,1.68284789644013,1.77797513321492,1.36858006042296,1.56206896551724,1.53649635036496,1.47145488029466
