"","V4","V4.1","V1","V1.1","V2","V5","V3","V4.2","V5.1","V4.3","V5.2","V4.4"
"1",1.10699588477366,1.18844984802432,1.12121212121212,1.49761904761905,1.18577075098814,1.52173913043478,1.96551724137931,1.47727272727273,1,1.20689655172414,1.2,1.33333333333333
