"","V4","V2","V3","V2.1","V3.1","V2.2","V5","V3.2","V4.1","V2.3","V1","V4.2","V1.1","V3.3","V2.4","V1.2","V5.1","V5.2","V1.3","V2.5","V5.3","V1.4","V2.6","V1.5","V2.7","V3.4","V5.4","V3.5","V1.6","V2.8","V1.7","V5.5","V1.8","V5.6","V4.3","V1.9","V5.7","V5.8","V1.10","V5.9","V5.10","V5.11","V3.6","V5.12","V1.11","V1.12","V1.13","V2.9","V3.7","V3.8","V3.9","V5.13","V1.14","V2.10","V5.14","V4.4","V5.15","V5.16","V2.11"
"1",5.40425531914894,3.45172413793103,1.06079404466501,2.36666666666667,5.3003663003663,5.23076923076923,1.67889908256881,1.56394129979036,1.29642857142857,3.77873563218391,1.0253164556962,22.904347826087,3.82716049382716,3.43828264758497,1.33229813664596,1.8785046728972,1.1875,4.65811965811966,2.63888888888889,2.54864864864865,2.31531531531532,2.2687898089172,3.10091743119266,2.078125,1.95128205128205,1.1025641025641,2.09137055837563,1.22238805970149,2.8,3.9194847020934,1.31161971830986,2.61855670103093,1.01295641931684,3.23978201634877,15.854748603352,1.81204819277108,1.22202643171806,1.24119718309859,1.85,1.56377551020408,1.88346883468835,1.6951871657754,2.55304740406321,2.52291105121294,1.10169491525424,4.42603550295858,4.22705314009662,3.27272727272727,11.1009463722397,8.75423728813559,3.12359550561798,2.15555555555556,1.25701943844492,1.02016129032258,1.34,2.79788639365918,3.50314465408805,3.10928961748634,1.06060606060606
