"","V1","V1.1","V2","V1.2","V5","V4","V1.3","V3","V2.1","V4.1","V1.4","V1.5","V2.2","V5.1","V2.3","V5.2","V1.6","V5.3","V5.4","V1.7","V4.2","V3.1","V3.2","V1.8","V1.9","V5.5","V1.10","V5.6","V3.3","V3.4","V2.4","V1.11","V3.5","V2.5","V2.6","V1.12","V3.6","V1.13","V1.14","V1.15","V2.7","V4.3","V1.16","V5.7","V3.7","V3.8","V5.8","V1.17","V5.9","V3.9","V1.18","V1.19","V5.10","V1.20","V5.11","V5.12","V2.8","V3.10","V1.21","V3.11","V1.22","V5.13","V5.14","V1.23","V3.12","V4.4","V4.5","V2.9","V3.13","V1.24","V5.15","V1.25","V5.16","V5.17","V1.26","V3.14","V1.27","V5.18","V5.19","V5.20","V1.28","V1.29","V4.6","V5.21","V2.10","V3.15","V1.30","V3.16","V2.11","V2.12","V2.13","V5.22","V3.17","V5.23","V5.24","V1.31","V5.25","V1.32","V1.33","V5.26","V3.18","V3.19","V5.27","V3.20","V1.34","V5.28","V5.29","V3.21","V2.14","V2.15","V3.22","V5.30","V1.35","V5.31","V5.32","V3.23","V1.36","V1.37","V1.38","V3.24","V3.25","V3.26","V1.39","V3.27","V1.40","V5.33","V3.28","V4.7","V5.34","V2.16","V3.29","V2.17","V2.18","V3.30","V1.41","V5.35","V4.8","V5.36","V2.19","V5.37","V5.38","V3.31","V1.42","V1.43"
"1",1.75862068965517,1.06666666666667,1.08571428571429,1.07228915662651,1,1.02439024390244,1.09375,1.18571428571429,1.88095238095238,1,1.10775862068966,1.33333333333333,1,1,1.83333333333333,1,1.58333333333333,1,1.51923076923077,1.04761904761905,1.27083333333333,1.2,1.86363636363636,2.94202898550725,1.4,1.28571428571429,1.26086956521739,1.03703703703704,2.62626262626263,1.82978723404255,2.39772727272727,1.74074074074074,1.73333333333333,1.53333333333333,2.55263157894737,1.19230769230769,1.78947368421053,3.72131147540984,3.28787878787879,1.44117647058824,1.06896551724138,1.05263157894737,2.92307692307692,1.04444444444444,1.0625,1.02640264026403,1.66666666666667,5.0125,1.23076923076923,1.18867924528302,1.10416666666667,1.1304347826087,1,1.98744769874477,1.56666666666667,1,1.32,1.7741935483871,1.46666666666667,1.29166666666667,1.45714285714286,1.38461538461538,1.94827586206897,7.37768240343348,2.9047619047619,1.3125,1.15384615384615,2,1.37037037037037,2.34615384615385,1,1.4327868852459,1,1.55555555555556,1.98755186721992,1.3015873015873,2.2,3.17272727272727,1,1,1.25,2.41836734693878,1.65989847715736,1,1.5,2.41176470588235,1.38888888888889,1.05555555555556,1.78048780487805,1.30434782608696,1.21875,1.0952380952381,2,1.19047619047619,1,2.59259259259259,1.1304347826087,1.18840579710145,1.44444444444444,1.48275862068966,1.20529801324503,3.85185185185185,1,2.1969696969697,4.45132743362832,1,1,1.36363636363636,2.07407407407407,1.06896551724138,1.1046511627907,2.83333333333333,1.48571428571429,1,1.03508771929825,2.11111111111111,1.52,1.25925925925926,3.15789473684211,1.31578947368421,1.3125,1.1,1.75581395348837,1.73333333333333,3.74358974358974,1,1.06185567010309,1.89285714285714,1,1.64516129032258,1.53508771929825,1.02325581395349,1.95161290322581,1.0948905109489,3.38888888888889,1.25,1.15789473684211,1,1.06521739130435,1.23076923076923,1.36507936507936,1.37837837837838,1.47727272727273,1.63090128755365
