"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","think","work","now","job","peopl"
"2","actual","time","app","assist","realli"
"3","use","busi","call","year","use"
"4","data","peopl","assist","number","think"
"5","comput","don","googl","servic","don"
"6","technolog","realli","phone","let","stuff"
"7","year","money","let","dollar","start"
"8","world","need","use","home","email"
"9","develop","now","voic","hundr","market"
"10","talk","virtual","window","now","now"
"11","person","assist","set","busi","page"
"12","sort","team","messag","thousand","build"
"13","human","day","ask","find","actual"
"14","today","help","give","pretti","facebook"
"15","someth","give","chang","need","someth"
"16","platform","pay","click","actual","link"
"17","internet","start","virtual","execut","talk"
"18","intellig","life","text","mobil","person"
"19","futur","hour","help","good","work"
"20","experi","somebodi","featur","place","need"
"21","becom","book","number","agent","websit"
"22","communic","person","email","hour","creat"
"23","product","talk","start","item","good"
"24","realiti","guy","question","move","list"
"25","compani","intern","show","found","content"
"26","connect","task","cortana","account","brand"
"27","interact","question","time","four","might"
"28","exampl","everi","devic","per","video"
"29","virtual","first","android","littl","cour"
"30","base","love","answer","work","mean"
"31","interest","alway","ahead","posit","time"
"32","happen","let","inform","percent","interest"
"33","artifici","compani","siri","check","free"
"34","move","done","smart","onlin","littl"
"35","consum","import","name","address","differ"
"36","power","outsourc","play","sale","big"
"37","tri","think","thank","compani","site"
"38","differ","everybodi","video","may","onlin"
"39","interfac","ask","day","mani","post"
"40","languag","mean","search","point","webinar"
"41","big","manag","command","deal","find"
"42","machin","tell","first","time","learn"
"43","process","week","open","high","valu"
"44","area","grow","system","minut","basic"
"45","car","someth","forward","read","share"
"46","system","feel","meet","differ","search"
"47","inform","mayb","amazon","done","mayb"
"48","conver","differ","applic","month","sort"
"49","open","bit","button","person","blog"
"50","allow","live","need","keep","friend"
"51","natur","video","option","network","figur"
"52","appl","littl","present","someth","guy"
"53","design","everyth","abl","anoth","whatev"
"54","learn","set","plea","client","tri"
"55","million","didn","allow","seven","type"
"56","thank","project","instal","tell","call"
"57","better","hire","locat","twenti","group"
"58","everi","tri","read","care","follow"
"59","feel","absolut","screen","list","specif"
"60","patient","offic","sir","market","happen"
"61","space","school","avail","bit","send"
"62","abl","today","microsoft","don","autom"
"63","anoth","world","select","sell","best"
"64","devic","call","servic","buy","name"
"65","made","abl","creat","excit","top"
"66","imagin","hand","current","hire","tell"
"67","build","togeth","provid","nich","quick"
"68","provid","good","test","bring","step"
"69","algorithm","may","access","hous","bit"
"70","chang","number","tell","profit","question"
"71","effect","best","halo","week","everyth"
"72","general","thank","yes","chang","firm"
"73","health","mani","contact","incom","first"
"74","messag","skill","user","opportun","point"
"75","place","watch","cloud","realli","whole"
"76","term","write","quick","research","let"
"77","hotel","better","section","custom","watch"
"78","industri","probabl","softwar","amazon","click"
"79","invest","spend","today","categori","hey"
"80","keep","care","web","manag","small"
"81","mind","hope","find","mean","tool"
"82","basic","might","pictur","philippin","lawyer"
"83","store","part","respon","nine","practic"
"84","user","entrepreneur","task","node","train"
"85","control","exact","driver","salari","doesn"
"86","seri","interview","good","countri","result"
"87","understand","media","hello","gone","check"
"88","level","social","last","show","part"
"89","mean","game","send","real","pretti"
"90","send","activ","actual","sorri","traffic"
"91","viv","handl","alexa","talk","alreadi"
"92","access","cour","automat","current","connect"
"93","advanc","find","add","new","easi"
"94","billion","anyth","hey","start","organ"
"95","deal","long","manag","close","word"
"96","digit","end","program","depend","anyth"
"97","question","experi","receiv","low","focus"
"98","scienc","learn","seem","properti","understand"
"99","secur","meet","calendar","bill","conver"
"100","begin","owner","check","either","give"
