"","V3","V4","V4.1","V1","V4.2","V1.1","V1.2","V5","V2","V5.1","V3.1","V3.2","V5.2","V4.3","V5.3","V1.3","V4.4","V4.5","V2.1","V1.4","V4.6","V2.2","V5.4","V3.3","V2.3","V1.5","V3.4","V2.4","V5.5","V3.5","V2.5","V5.6","V1.6","V2.6","V1.7","V4.7","V2.7","V5.7","V2.8","V2.9","V2.10","V4.8","V5.8","V5.9","V4.9","V3.6","V1.8","V4.10","V2.11","V5.10","V2.12","V1.9","V4.11","V4.12","V5.11","V4.13","V1.10","V5.12","V5.13","V2.13","V5.14","V2.14","V4.14","V1.11","V5.15","V1.12","V2.15","V3.7","V2.16","V1.13","V2.17","V2.18","V1.14","V2.19","V3.8","V2.20","V4.15","V3.9","V5.16","V5.17","V4.16","V5.18","V2.21","V5.19","V1.15","V3.10","V2.22","V3.11","V5.20","V5.21","V2.23","V5.22","V5.23","V1.16","V3.12","V1.17","V5.24","V2.24","V3.13","V2.25","V5.25","V2.26","V5.26","V1.18","V5.27","V5.28","V3.14","V5.29","V2.27","V4.17","V1.19","V5.30","V3.15","V1.20","V1.21","V5.31"
"1",1.90625,1.02777777777778,1.21739130434783,1.73417721518987,1.07692307692308,1.48,1.16666666666667,1.10144927536232,1.14,1.28301886792453,1.04,1.10810810810811,1.79591836734694,1.45161290322581,1.39024390243902,1.31818181818182,1.79943502824859,1.31034482758621,1.04736842105263,1.26136363636364,1.17142857142857,1.54054054054054,1.06122448979592,1.33333333333333,1.90322580645161,1.15151515151515,1.18181818181818,1.94413407821229,2,1.06896551724138,1.30769230769231,2.27310924369748,1.11267605633803,1.3298969072165,1.68181818181818,1.40598290598291,1.81395348837209,3.63114754098361,1.41145833333333,1.09803921568627,1.075,1.24,2.96236559139785,1.1219512195122,1.30337078651685,1.21052631578947,1.46153846153846,1.22549019607843,1,1.09836065573771,1.5,1.09090909090909,1.09467455621302,1.03448275862069,1.47368421052632,1.56338028169014,1.55555555555556,1,1.71111111111111,1.10526315789474,1.26923076923077,1.67729083665339,1.18390804597701,1.38461538461538,1.74358974358974,1.15,1.28985507246377,1.16393442622951,1.48770491803279,1.61538461538462,1.05949008498584,1.25,1.02702702702703,1.39583333333333,1.09090909090909,1.68510638297872,1.49230769230769,1.22222222222222,1.08695652173913,2.59183673469388,1,2.46428571428571,1.08333333333333,1.3347280334728,3.13333333333333,1.33628318584071,1.17948717948718,1.18518518518519,1.62820512820513,1.04545454545455,1.78571428571429,1.66666666666667,1.11965811965812,1.65,1.44594594594595,1.1875,1.29166666666667,1.16,1.04761904761905,1.96825396825397,1.35683760683761,1.16666666666667,1.86666666666667,2.71084337349398,3.10569105691057,1.44444444444444,1.03571428571429,5.70512820512821,3.22413793103448,1.16788321167883,1.09302325581395,1.30952380952381,1.37931034482759,1.09090909090909,1.03225806451613,2.28793774319066
