"","V4","V4.1","V4.2","V4.3","V4.4","V4.5","V4.6","V4.7","V4.8","V4.9","V4.10","V4.11","V5","V4.12","V1","V4.13"
"1",4.88535031847134,9.08474576271187,6.04615384615385,10.2830188679245,8.2680412371134,9.70909090909091,5.56944444444445,13.5581395348837,5.78832116788321,8.46666666666667,6.21875,6.58620689655172,1.03221083455344,3.71578947368421,1.280163599182,6.78571428571428
