"","V5","V3","V1","V3.1","V5.1","V5.2","V3.2","V4","V3.3","V2","V5.3","V3.4","V1.1","V3.5","V3.6","V1.2","V3.7","V1.3","V4.1","V4.2","V2.1","V1.4","V4.3","V5.4","V1.5","V1.6","V2.2","V4.4","V1.7","V5.5","V2.3","V5.6"
"1",1.04347826086957,5.57731958762887,1.53846153846154,2.29503105590062,1.52454780361757,1.61333333333333,1.0326409495549,1.05714285714286,1.16981132075472,1.58333333333333,1.4438202247191,4.55665024630542,1.1171875,1.125,3.13333333333333,1.21153846153846,3.62903225806452,1.19565217391304,1.36842105263158,1.63333333333333,1.10576923076923,1.43396226415094,1.02247191011236,1.23809523809524,1.46153846153846,1.13058419243986,1.09375,1.47651006711409,1.23214285714286,1.48275862068966,1.33870967741935,1.49285714285714
