"","V1","V5","V1.1","V2","V3","V2.1","V3.1","V2.2","V2.3","V2.4","V2.5","V4"
"1",4.30639730639731,1.55813953488372,3.63253012048193,1.04484304932735,1.10188679245283,1.1587982832618,1.08422301304864,1.14339622641509,1.4429347826087,1.3859649122807,1.32808398950131,4.66666666666667
