"","V2","V2.1","V2.2","V2.3","V1","V3","V1.1","V5"
"1",1.62287104622871,1.62882096069869,1.36448598130841,1.26024096385542,1.16708229426434,2.46610169491525,1.0189701897019,1.48969072164948
