"","V1"
"0000723125-10-000174_Risk.txt",5
"0000723125-11-000189_Business.txt",2
"0000723125-11-000189_Risk.txt",5
"0000723125-12-000156_Risk.txt",5
"0000723125-13-000228_Business.txt",4
"0000723125-13-000228_Risk.txt",5
"0000723125-14-000195_Business.txt",4
"0000723125-14-000195_Risk.txt",5
"0000723125-15-000112_Business.txt",3
"0000723125-15-000112_Risk.txt",5
"0000723125-16-000269_Risk.txt",5
"0000723125-17-000131_Business.txt",1
"0000723125-17-000131_Risk.txt",5
"0000723125-18-000092_Business.txt",3
"0000723125-18-000092_Risk.txt",5
"0000723125-19-000094_Business.txt",3
"0000723125-19-000094_Risk.txt",5
"0000723125-20-000082_Business.txt",3
"0000723125-20-000082_Risk.txt",5
