"","V1","V5","V1.1","V5.1","V5.2","V5.3","V5.4","V5.5","V5.6","V5.7","V5.8","V4","V3","V4.1","V3.1","V4.2","V2","V4.3","V3.2"
"1",13.8602150537634,4.17525773195876,13.13,5.95454545454546,2.94520547945206,7.64912280701754,2.4702380952381,7.16393442622951,6.984375,7.796875,9.84090909090909,1.45049504950495,5.03389830508475,1.66025641025641,4.6625,2.40196078431373,1.75,1.16923076923077,1.03125
