"","V5","V2","V5.1","V2.1","V1","V2.2","V1.1","V2.3","V1.2","V2.4","V1.3","V3","V4","V3.1","V4.1","V3.2","V4.2","V3.3","V4.3"
"1",1.09542280837859,5.20740740740741,1.05559786747906,5.53180661577608,3.07131782945736,4.89908256880734,5.53734939759036,4.8604118993135,5.31767337807606,4.09418837675351,5.57043879907621,6.71672354948806,7.17171717171717,8.43629343629344,5.72117962466488,8.84897959183674,5.02564102564103,9.24561403508772,11.0606060606061
