"","V4","V1","V3","V1.1","V1.2","V3.1","V4.1","V4.2","V1.3","V4.3","V1.4","V4.4","V2","V1.5","V4.5","V5","V4.6","V4.7","V1.6","V4.8","V5.1","V2.1","V4.9","V1.7","V3.2","V1.8","V2.2","V3.3","V5.2","V1.9","V3.4","V1.10","V5.3","V4.10","V5.4","V3.5","V5.5","V1.11","V2.3","V1.12","V4.11","V4.12","V4.13","V4.14","V5.6","V4.15","V5.7","V1.13","V4.16","V5.8","V5.9","V4.17","V4.18","V1.14","V1.15","V2.4","V1.16","V1.17","V5.10","V3.6","V4.19","V5.11","V4.20","V1.18","V4.21","V5.12","V5.13","V3.7","V5.14","V5.15","V1.19","V1.20","V4.22"
"1",1.2,3,1.1,1.40909090909091,1.01030927835052,2.25,1,1.37430167597765,2.18461538461538,1,1.51282051282051,1,2.25,1.89473684210526,1.16666666666667,1.17647058823529,1,1,1.03260869565217,1,1.15384615384615,2.42105263157895,1.25,1.54,1.35294117647059,1.73684210526316,1.04,2.63636363636364,1.81818181818182,1.45833333333333,1.82142857142857,1.77380952380952,2.32142857142857,1.02298850574713,2.38888888888889,1.8494623655914,1.07692307692308,1.21739130434783,1.17777777777778,1.2,1,1,1.10112359550562,1.83333333333333,1.04166666666667,1.1,1,1.4,1.26315789473684,1.41176470588235,1.27450980392157,1.04054054054054,1.36521739130435,1.34615384615385,1.02439024390244,1.06666666666667,1.01960784313725,1.62790697674419,1,1.38392857142857,1,1.14545454545455,1,1.09090909090909,1.24242424242424,1.36363636363636,1.17721518987342,1.36,1.23913043478261,1.31914893617021,1.92105263157895,1.09090909090909,1
