"","V1","V4","V3","V2","V2.1","V1.1","V5","V2.2","V1.2","V1.3","V2.3","V2.4","V5.1","V1.4","V1.5","V2.5","V1.6","V2.6","V1.7","V2.7","V4.1","V4.2","V2.8","V4.3","V4.4","V5.2","V2.9","V1.8","V2.10","V1.9","V1.10","V1.11","V5.3","V1.12","V1.13","V4.5","V3.1","V5.4","V2.11","V1.14","V3.2","V2.12","V4.6","V3.3","V4.7","V2.13","V2.14","V2.15","V4.8","V3.4","V1.15","V4.9","V4.10","V2.16","V1.16","V3.5","V3.6","V1.17","V1.18","V1.19","V2.17","V2.18","V3.7","V3.8","V5.5","V1.20","V4.11","V2.19","V4.12","V1.21","V1.22","V4.13","V1.23","V1.24","V2.20","V4.14","V3.9","V1.25","V2.21","V2.22","V1.26","V1.27","V5.6","V2.23","V2.24","V2.25","V4.15","V4.16","V1.28","V5.7","V1.29","V2.26","V4.17","V1.30","V3.10","V1.31","V1.32","V4.18","V2.27","V1.33","V2.28","V1.34","V4.19","V5.8","V1.35","V1.36","V3.11","V2.29","V4.20","V1.37","V1.38","V1.39","V1.40","V2.30","V3.12","V1.41","V2.31","V3.13","V1.42","V5.9","V2.32","V1.43","V4.21","V1.44","V1.45","V2.33","V2.34","V1.46","V1.47","V3.14","V1.48","V1.49","V1.50","V1.51","V2.35","V4.22","V1.52","V1.53"
"1",3.85714285714286,2.58181818181818,2,2.7962962962963,2.38659793814433,5.93076923076923,1.12790697674419,8.60227272727273,4.76190476190476,1.07589285714286,1.28947368421053,1.1304347826087,1,1.67692307692308,1.14327485380117,4.11111111111111,5.35714285714286,1.18877551020408,1.06198347107438,1.10526315789474,1.98214285714286,1.11129296235679,3.33684210526316,1.36565836298932,1.53333333333333,2.07317073170732,1.8780487804878,1.36538461538462,1.176,9.1764705882353,2.19148936170213,1.26515151515152,1.44666666666667,1.66666666666667,1.875,1.01639344262295,2.28,1.18354430379747,7.60683760683761,2.36501901140684,2.01290322580645,2.20195439739414,1.81276595744681,1.22885572139303,1.67857142857143,1.6318407960199,3.1980198019802,1.51923076923077,1.28846153846154,1.52941176470588,1.70588235294118,1.96666666666667,1.10169491525424,1.26190476190476,1.00666666666667,1.63,1.06561085972851,3.0031847133758,1.55277777777778,1.63571428571429,1.72549019607843,1.61717352415027,1.0625,2.36585365853659,1,1.31111111111111,1.15789473684211,6,1.08839779005525,1.34591194968553,4.0080971659919,1.50584795321637,1.04545454545455,5.74509803921569,7.33673469387755,1.30985915492958,1.66292134831461,1.35661764705882,1.25,1.42857142857143,5.55276381909548,1.64705882352941,1.03703703703704,1.34875444839858,1.25714285714286,1.0625,3.29230769230769,2.06666666666667,3.00886262924668,1,2.21538461538462,1.13793103448276,1.256038647343,4.44745762711864,2.11428571428571,1.75392670157068,4.81818181818182,3.02840909090909,1.75,1.90909090909091,1.4,1.48195329087049,1.65346534653465,1,1.28263888888889,3.18730158730159,1.33928571428571,1.03614457831325,1.36734693877551,1.17391304347826,1.12096774193548,1.20136518771331,1.6,3.53623188405797,1.30476190476191,2.02593659942363,1.08297872340426,1.24242424242424,2.28712871287129,3.34200743494424,1.125,2.00666666666667,2.8,1.95138888888889,1.0161662817552,2.12,1.3,1.38513513513514,1.28846153846154,1.84276729559748,1.5970515970516,1.34814814814815,1.06818181818182,1.5027027027027,1.75316455696203,1.35632183908046,4.31578947368421,2.61739130434783
