"","V4","V1","V4.1","V2","V1.1","V4.2","V3","V1.2","V1.3","V5","V3.1","V3.2","V1.4","V2.1","V4.3","V4.4","V2.2","V1.5","V2.3","V4.5","V1.6","V2.4","V1.7","V2.5","V5.1","V4.6","V4.7","V2.6","V1.8","V1.9","V1.10","V1.11","V1.12","V4.8","V2.7","V1.13","V3.3","V1.14","V2.8","V1.15","V1.16","V1.17","V1.18","V2.9","V2.10","V5.2","V2.11","V4.9","V4.10","V1.19","V5.3","V2.12","V1.20","V4.11","V5.4","V5.5","V5.6","V1.21","V4.12","V1.22","V3.4","V3.5","V1.23","V3.6","V1.24","V1.25","V5.7","V1.26","V1.27","V5.8","V2.13","V1.28","V2.14","V3.7","V5.9","V1.29","V2.15","V4.13","V4.14","V1.30","V1.31","V4.15","V2.16","V5.10","V1.32","V4.16","V2.17","V2.18","V1.33","V2.19","V5.11","V4.17","V2.20","V1.34","V4.18","V3.8","V1.35","V1.36","V2.21","V1.37","V2.22","V1.38","V1.39","V2.23","V5.12","V1.40","V2.24","V5.13","V2.25","V2.26","V4.19","V4.20","V2.27","V5.14","V3.9","V2.28","V1.41","V1.42","V1.43","V1.44","V4.21","V4.22","V3.10","V4.23","V2.29","V1.45","V2.30","V1.46","V1.47","V1.48","V3.11","V5.15","V4.24"
"1",1.34254143646409,1.80952380952381,3.03448275862069,4.41025641025641,1.1,2.45762711864407,5.10579345088161,1.70491803278689,5.13636363636364,6.0561797752809,1.1,3.35714285714286,1.26666666666667,2.94642857142857,1.07843137254902,1.80555555555556,1.69791666666667,7.34,1.48648648648649,1.71910112359551,1.1,2.21052631578947,4.17391304347826,4.83333333333333,1.30555555555556,1.58974358974359,1.22950819672131,1.59090909090909,1.9047619047619,1.1,3.86842105263158,3.07744107744108,6.23076923076923,11.65,2.01369863013699,1.07843137254902,4.39075630252101,1.2,1.23076923076923,3.82051282051282,4.23529411764706,3.65217391304348,3.74074074074074,3.46666666666667,2.61016949152542,1.41666666666667,1.28125,3.18487394957983,1.69318181818182,1.40909090909091,1.75663716814159,2.12727272727273,2.88888888888889,4.50588235294118,4.21794871794872,12.3333333333333,1.17857142857143,1.47435897435897,3.96078431372549,1.265625,1.1,1.1,10.025641025641,3.87037037037037,5.5625,1.01574803149606,1.11111111111111,2.76190476190476,1.73529411764706,6.10810810810811,1.31067961165049,1.65714285714286,1.1,13.8176100628931,1.3,3.28,1.2,1.26315789473684,2.64761904761905,3.52941176470588,3.45652173913044,1.28378378378378,1.36842105263158,2,1.424,1,3.92105263157895,1.61783439490446,4.86206896551724,1.15942028985507,3.24561403508772,2.82795698924731,1.25862068965517,1.95555555555556,1.09333333333333,2.47731397459165,1.62068965517241,1.94827586206897,1.58208955223881,4.86842105263158,1.09090909090909,2.93333333333333,2.85,1.79130434782609,28.688679245283,3.68292682926829,1.55,4.86153846153846,1.75,2.25294117647059,1.57948717948718,2.82558139534884,1.1,3.53865979381443,1.1,1.39130434782609,1.36151603498542,2.56521739130435,4.18421052631579,1.36363636363636,10.6989247311828,1.66346153846154,4.85714285714286,1.4488188976378,1.51923076923077,6.27027027027027,1.10526315789474,2.17241379310345,1.52380952380952,1.03030303030303,2.83333333333333,1.07142857142857,5.77604166666667
