"","V2","V3","V5","V3.1","V5.1","V3.2","V4","V5.2","V5.3","V4.1","V5.4","V4.2","V3.3","V4.3","V5.5","V2.1","V5.6","V3.4","V3.5","V2.2","V5.7","V5.8","V5.9","V3.6","V1","V2.3","V2.4","V5.10","V5.11","V5.12","V5.13","V3.7","V2.5","V2.6","V4.4","V5.14","V2.7","V3.8","V1.1","V2.8","V5.15","V2.9","V2.10","V4.5","V3.9","V4.6","V4.7","V2.11","V3.10","V2.12","V1.2","V4.8","V3.11","V2.13","V1.3","V2.14","V4.9","V5.16","V5.17","V5.18","V5.19","V5.20","V3.12","V5.21","V3.13","V5.22","V1.4","V2.15","V5.23","V2.16","V4.10","V5.24","V5.25","V4.11","V4.12","V3.14","V1.5","V1.6","V2.17","V5.26","V5.27","V3.15","V5.28","V3.16","V3.17","V2.18","V1.7","V4.13","V5.29","V3.18","V2.19","V2.20","V4.14","V5.30","V2.21","V4.15","V5.31","V5.32","V4.16","V5.33","V4.17","V5.34","V2.22","V4.18","V2.23","V5.35","V4.19","V1.8","V3.19","V4.20","V2.24","V2.25","V5.36","V4.21","V2.26","V3.20","V3.21","V2.27","V5.37","V5.38","V2.28","V2.29","V4.22","V2.30","V5.39","V5.40","V4.23","V2.31","V5.41","V5.42","V4.24","V2.32","V3.22"
"1",1.82828282828283,1.10526315789474,2.5,1.95,1,1.18,3.81730769230769,1.79411764705882,1.62962962962963,1.28985507246377,1,1.51351351351351,1,1.19148936170213,1.30769230769231,1.38461538461538,1.7219730941704,1.47058823529412,1.54166666666667,1.78,1,1.35714285714286,1.21052631578947,1.05882352941176,1.24137931034483,2.29411764705882,1.50617283950617,1.22222222222222,1.23529411764706,1.6,1.02702702702703,1.44878048780488,1.3,1.25,1.30357142857143,1.10869565217391,1.20812182741117,1.52777777777778,1.08333333333333,1.14705882352941,1.21428571428571,1.27777777777778,1.08,1.03448275862069,2.18518518518519,1.04347826086957,1.6,1.04385964912281,2.96629213483146,1.22222222222222,3.70491803278689,1.19565217391304,1.08,2.17948717948718,1.21875,1.30188679245283,1.03703703703704,1.73333333333333,1.24390243902439,2.66666666666667,1,1,1.02631578947368,1.45945945945946,1.28,3.09756097560976,1.2,1.3125,2.06060606060606,1.42307692307692,1.41095890410959,2,1,1.87058823529412,1,1.19047619047619,1.92307692307692,1.11764705882353,1.23529411764706,1.54545454545455,1.35294117647059,1.16535433070866,1.58333333333333,1.45454545454545,3.78787878787879,1.3,1.35714285714286,1.35344827586207,1.52631578947368,3.13636363636364,2.3265306122449,1.58974358974359,1.03571428571429,1.09756097560976,1.171875,1.81848184818482,1.11538461538462,1.56756756756757,1.21818181818182,1.52,1,1.11111111111111,1.11111111111111,2.5,1.35897435897436,1.41379310344828,2.60869565217391,1.0655737704918,1.06666666666667,1.63461538461538,1.14705882352941,1.08860759493671,1,2.0972972972973,1.11111111111111,1.04545454545455,2.33333333333333,1.4375,1.15151515151515,1.91304347826087,1.55,1.73333333333333,8.27272727272727,1.07627118644068,1.36842105263158,1.12121212121212,2.11111111111111,1.31818181818182,1.13513513513514,1.43478260869565,1.25581395348837,1.4,1.09714285714286
