"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","home","connect","devic","smart","time"
"2","famili","hous","use","home","now"
"3","peopl","app","home","light","realli"
"4","help","set","googl","googl","don"
"5","week","lock","user","devic","home"
"6","stay","video","app","use","work"
"7","team","door","need","turn","littl"
"8","call","system","cloud","assist","love"
"9","connect","let","talk","now","think"
"10","school","music","local","control","show"
"11","polic","now","develop","nest","vacuum"
"12","hope","need","let","thermostat","day"
"13","live","control","data","hub","room"
"14","question","insid","now","connect","good"
"15","inform","everyth","work","differ","guy"
"16","video","cool","build","bulb","clean"
"17","learn","instal","start","talk","use"
"18","person","button","code","product","roomba"
"19","virtual","camera","first","voic","wall"
"20","visit","use","iot","ask","let"
"21","morn","play","set","system","kitchen"
"22","student","secur","state","wave","today"
"23","access","check","realli","actual","differ"
"24","day","ring","account","start","minut"
"25","new","show","communic","video","actual"
"26","safe","alarm","happen","router","abl"
"27","communiti","power","api","compani","hous"
"28","year","screen","network","servic","done"
"29","provid","internet","action","tell","everi"
"30","read","hey","applic","platform","peopl"
"31","search","routin","creat","amazon","tri"
"32","thank","speaker","help","room","technolog"
"33","offic","part","provid","work","goe"
"34","case","water","time","speaker","move"
"35","found","doorbel","function","integr","pick"
"36","today","home","project","zigb","best"
"37","member","front","tool","switch","mean"
"38","face","total","type","life","turn"
"39","particip","signal","abl","appl","oven"
"40","citi","sound","final","network","big"
"41","michel","wire","link","phone","never"
"42","someon","tap","today","display","someth"
"43","health","sensor","servic","give","need"
"44","investig","switch","open","plug","area"
"45","may","add","respon","realli","store"
"46","meet","custom","call","buy","find"
"47","onlin","guy","connect","secur","robot"
"48","counti","alexa","don","ahead","nice"
"49","night","select","actual","alexa","start"
"50","websit","chang","end","autom","watch"
"51","contact","everi","send","time","call"
"52","find","comfort","secur","wireless","keep"
"53","share","place","integr","number","mani"
"54","social","creat","event","allow","open"
"55","togeth","energi","inform","mean","phone"
"56","man","first","launch","need","floor"
"57","upmc","audio","thread","standard","give"
"58","follow","current","exampl","philip","readi"
"59","high","detect","think","chang","touch"
"60","neighbor","option","process","tech","old"
"61","offer","trainer","request","leav","order"
"62","resourc","anoth","test","link","alway"
"63","welcom","away","second","someth","anoth"
"64","appoint","awesom","simpl","set","anyth"
"65","ask","built","updat","hue","year"
"66","bodi","whatev","allow","featur","alreadi"
"67","care","name","technolog","main","first"
"68","privaci","trigger","temperatur","protocol","mayb"
"69","group","certain","experi","easi","pretti"
"70","import","input","includ","hit","cook"
"71","now","program","sync","keep","coupl"
"72","phone","save","manag","music","end"
"73","probe","temperatur","mqtt","think","pet"
"74","sever","automat","core","sensor","talk"
"75","smartphon","remot","control","help","thank"
"76","tonight","batteri","messag","import","world"
"77","join","cover","board","peopl","carpet"
"78","public","phone","show","stream","decid"
"79","suspect","pin","support","learn","easi"
"80","design","sinc","intent","media","everyth"
"81","distanc","smarter","execut","basic","power"
"82","feel","test","graph","big","product"
"83","mani","access","implement","recommend","bit"
"84","miss","action","product","save","help"
"85","plea","bluetooth","step","specif","includ"
"86","see","grow","case","throughout","applianc"
"87","book","unlock","avail","watch","bed"
"88","came","don","chip","brand","better"
"89","household","enough","enabl","creat","didn"
"90","report","locat","key","futur","ever"
"91","wife","plug","access","general","excit"
"92","attack","autom","bit","typic","free"
"93","center","entir","consol","best","idea"
"94","keep","movi","hardwar","camera","irobot"
"95","press","outsid","log","command","stop"
"96","soon","solar","might","essenti","amaz"
"97","support","alright","sdk","monitor","feel"
"98","tell","cabl","softwar","samsung","long"
"99","tip","clock","give","whole","made"
"100","woman","condit","pretti","year","busi"
