"","V5","V2","V5.1","V3","V5.2","V2.1","V3.1","V2.2","V5.3","V5.4","V5.5","V2.3","V1","V5.6","V2.4","V4","V5.7","V3.2","V2.5","V5.8","V5.9","V2.6","V5.10","V4.1","V5.11","V3.3","V3.4","V1.1","V1.2","V1.3","V3.5","V2.7","V4.2","V5.12","V1.4","V5.13","V2.8","V1.5","V4.3"
"1",4.49746192893401,2.39473684210526,2.38150289017341,4.08888888888889,2.63176895306859,1.26315789473684,6.81658291457286,1.74468085106383,1.84259259259259,8.47674418604651,1.52631578947368,3.495670995671,11.5145118733509,2.7247191011236,8.83576642335766,3.11428571428571,1.52044609665427,8.1045197740113,2.65199161425577,1.02197802197802,1.71929824561403,4.9375,1.23684210526316,1.95505617977528,2.07555555555556,3.3953488372093,1.03448275862069,1.1906779661017,5.11666666666667,1.1,1.08620689655172,1.4375,42.5555555555556,1.75706214689266,1.484375,1.23225806451613,4.8531746031746,1.1,1.42307692307692
