"","V4","V1","V1.1","V4.1","V1.2","V1.3","V1.4","V3","V1.5","V2","V1.6","V1.7","V2.1","V4.2","V1.8","V2.2","V3.1","V2.3","V1.9","V2.4","V1.10","V1.11","V1.12","V2.5","V3.2","V4.3","V4.4","V3.3","V2.6","V5","V2.7","V4.5","V5.1","V2.8","V4.6","V2.9","V1.13","V5.2","V5.3"
"1",1.61475409836066,1.15151515151515,1.16891891891892,1.04651162790698,1.0036231884058,1.10144927536232,1.02842377260982,1.27027027027027,1.8,1.1025641025641,1.11764705882353,1.9493670886076,1.01066666666667,1.52136752136752,1.16101694915254,1.25,1.00749063670412,1.30627306273063,1.91566265060241,3.45569620253165,1.07547169811321,1.48837209302326,1.02702702702703,1.30186170212766,1.49006622516556,1.38709677419355,2,4.23318385650224,1.2,1,1.09433962264151,1.42222222222222,1.02272727272727,1.66981132075472,1.36170212765957,1.46919431279621,1.89473684210526,1,1.18181818181818
