"","V2","V5","V5.1","V5.2","V1","V5.3","V5.4","V3","V1.1","V1.2","V4","V5.5","V5.6","V3.1","V1.3","V5.7","V5.8","V4.1","V5.9","V4.2","V5.10","V4.3","V5.11","V2.1","V4.4","V5.12","V1.4","V5.13","V2.2","V2.3","V5.14","V3.2","V5.15","V5.16","V5.17","V5.18","V4.5","V4.6","V5.19","V1.5","V2.4","V2.5","V3.3","V3.4","V2.6","V5.20"
"1",1.23478260869565,4.7683284457478,2.63387978142077,1,3.16666666666667,1.65083440308087,1.03418803418803,1.12182410423453,2.29102167182663,1.86301369863014,1.04504504504505,1.70319634703196,7.98316498316498,1.68316831683168,1.32417582417582,1.62758620689655,3.29467084639498,1,1.38888888888889,1.52577319587629,1.66129032258065,1.19512195121951,1.66728280961183,9.94186046511628,1.21212121212121,3.27954545454545,2.27777777777778,2.76587301587302,3.2212389380531,1.02433090024331,3.4106463878327,1.5,1.47715736040609,9.44166666666667,3.22093023255814,1.8125,1,4.91818181818182,3.17153284671533,1.78548895899054,1.12820512820513,1.19852941176471,1.34920634920635,1.765625,1.92012779552716,1.13084112149533
