"","V1","V1.1","V4","V5","V5.1","V4.1","V5.2","V2","V4.2","V1.2","V1.3","V1.4","V5.3","V4.3","V5.4","V1.5","V2.1","V1.6","V1.7","V1.8","V4.4","V1.9","V5.5","V2.2","V3","V1.10","V2.3","V3.1","V1.11","V4.5","V3.2","V1.12","V4.6","V5.6","V5.7","V2.4","V1.13","V2.5","V1.14","V5.8","V4.7","V2.6","V4.8","V1.15","V2.7","V4.9","V4.10","V4.11","V5.9","V4.12","V2.8","V3.3","V1.16","V2.9","V5.10","V4.13","V1.17","V2.10","V1.18","V1.19","V1.20","V2.11","V5.11","V2.12","V1.21","V3.4","V5.12","V5.13","V2.13","V3.5","V4.14","V1.22","V5.14","V4.15","V1.23","V2.14","V2.15","V4.16","V2.16","V1.24","V5.15","V1.25","V5.16","V1.26","V4.17","V1.27","V5.17","V1.28","V2.17","V5.18","V4.18","V2.18","V1.29","V2.19","V1.30","V5.19","V2.20","V1.31","V5.20","V4.19","V3.6","V3.7","V4.20","V4.21","V4.22","V2.21","V3.8","V3.9","V1.32","V1.33","V4.23","V1.34","V1.35","V5.21","V4.24","V1.36","V2.22","V1.37","V5.22","V5.23","V5.24","V2.23","V2.24","V4.25","V3.10","V4.26","V3.11","V4.27","V1.38","V1.39","V1.40","V1.41"
"1",2.56390977443609,1.23684210526316,1.5,2.03980099502488,4.18545454545455,1.12857142857143,1,2.19230769230769,1.125,3.625,1.41379310344828,2.2463768115942,2,1.01418439716312,1.43869209809264,1.73134328358209,1.325,1.27272727272727,2.25,3.23584905660377,1.61752136752137,4.69662921348315,1.48387096774194,2.37254901960784,1.425,4.01454545454545,1.04081632653061,1.23611111111111,5.16666666666667,1.09006211180124,1.3875,4.05084745762712,1.09797297297297,1.34883720930233,2.0989010989011,2.15458937198068,1.2093023255814,1.11627906976744,4.00943396226415,2.42443729903537,1.00769230769231,2.54166666666667,1.07407407407407,6.71052631578947,2.25806451612903,2.56862745098039,1.48872180451128,1.88363636363636,1,1.65909090909091,2.65384615384615,1.35483870967742,1.35294117647059,1.20652173913043,1,1,1.0828729281768,2.37313432835821,1.03225806451613,2.26744186046512,5.17842323651452,1.11864406779661,1.35109717868339,4.17647058823529,4.51351351351351,1.09768637532134,1.2962962962963,1,1.20088626292467,1.01515151515152,2.28125,1.05,2.82122905027933,1.56213017751479,6.21311475409836,1.09090909090909,1.14615384615385,1.512,1.22,1.33,1.86111111111111,4.05806451612903,1,2.30285714285714,1.41666666666667,4.6695652173913,1.7037037037037,1.25,1.02272727272727,1.25882352941176,5.97959183673469,1.98148148148148,6.06611570247934,1.17241379310345,1.11111111111111,4.95652173913043,1.13513513513514,5.7536231884058,1.04347826086957,2.09375,1.27777777777778,1.35714285714286,1.0531561461794,1.34305555555556,1.40697674418605,1.11111111111111,1.12903225806452,1.125,3.91688311688312,2.58167330677291,2.05464480874317,1.38095238095238,1.78347578347578,1.24528301886792,1.05625,1.19444444444444,1.49411764705882,1.46625766871166,1.0952380952381,1,6.22448979591837,1.11627906976744,1.25,1.14338235294118,1.47493036211699,2.1869918699187,1.28735632183908,2.11409395973154,1.42105263157895,4.69152542372881,3.14713896457766,2.92929292929293
