"","V1","V2","V1.1","V1.2","V5","V4","V3","V2.1","V5.1","V5.2","V4.1","V4.2","V4.3","V1.3","V5.3","V2.2","V1.4","V4.4","V4.5","V4.6","V5.4","V4.7","V4.8","V4.9","V5.5","V1.5","V4.10","V2.3","V4.11","V1.6","V1.7","V3.1","V1.8","V4.12","V3.2","V4.13","V2.4","V1.9","V3.3","V3.4","V4.14","V4.15","V1.10","V3.5","V5.6","V5.7","V4.16","V4.17","V3.6","V1.11","V4.18","V4.19","V3.7","V4.20","V4.21","V3.8","V5.8","V4.22","V1.12","V1.13","V1.14","V2.5","V1.15","V5.9","V4.23","V3.9","V5.10","V3.10","V3.11","V3.12","V4.24","V5.11","V4.25","V3.13","V4.26","V4.27","V3.14","V4.28","V5.12","V1.16","V5.13","V3.15","V4.29","V4.30","V5.14","V1.17","V4.31","V4.32","V1.18","V4.33","V2.6","V5.15","V4.34","V4.35","V5.16","V3.16","V3.17","V3.18","V3.19","V1.19","V5.17","V4.36","V5.18","V1.20","V1.21","V4.37","V5.19","V3.20","V4.38","V2.7","V4.39","V3.21","V1.22","V3.22","V4.40","V3.23","V1.23","V4.41","V5.20","V4.42","V1.24","V3.24"
"1",2.13705583756345,2.01228501228501,1.29457364341085,1.65714285714286,1.13186813186813,3.88946015424164,1.47811447811448,7.91752577319588,1.19254658385093,1.00552486187845,4.02842809364548,1.45454545454545,1.44230769230769,9.88709677419355,1.01333333333333,1.65189048239896,1.36,1.76240601503759,1.10191082802548,7.04838709677419,2.49484536082474,3.35648148148148,1.55913978494624,3.93617021276596,1.03333333333333,2.1214953271028,3.20648967551622,2.71841155234657,3.43622448979592,1.2043795620438,2.38577586206897,3.15384615384615,9.52427184466019,7.39066339066339,1.6491043203372,7.02542372881356,1.0969387755102,1.52,1.37671232876712,2.17857142857143,1,2.39622641509434,1.00527983104541,12.1875,1,2.41101694915254,3.88612099644128,1.48562933597621,2.61379310344828,1.07269503546099,2.56818181818182,1.74233128834356,1.74,1.48322147651007,5.6231884057971,3,2.625,1.8047619047619,2.10204081632653,1.32134292565947,4.85714285714286,3.67149059334298,1.03092783505155,1.95679012345679,8.68650793650794,16.4156378600823,1,1.59414225941423,1.81566820276498,3.58823529411765,8.69178082191781,3.69026548672566,5.01869158878505,3.0353982300885,1.09630350194553,1.70454545454545,1.43150684931507,1.2890625,1.60606060606061,1.78260869565217,1,2.64077669902913,1.4551724137931,1.3914590747331,1.32558139534884,9.08783783783784,2.06164383561644,1.53061224489796,1.14285714285714,2.58291457286432,3.43682310469314,2.04848484848485,2.31464737793852,2.23595505617978,1.11371237458194,2.78676470588235,1.44444444444444,1.09476031215162,1.5969387755102,1.14389989572471,1.54237288135593,3.56883116883117,1.07274826789838,1.77884615384615,1.12844036697248,1.01410437235543,5.34716981132076,2.12093023255814,1.08130081300813,1.7972027972028,1.44089834515366,1.69642857142857,1.5921568627451,4.21311475409836,1.44505494505495,4.07608695652174,2.03827751196172,1.63398692810458,1.41035856573705,1,1.26302729528536,1.22972972972973
