"","V4","V1","V5","V5.1","V3","V1.1","V1.2","V1.3","V3.1","V5.2","V2","V3.2","V4.1","V5.3","V1.4","V2.1","V1.5","V5.4","V3.3","V3.4","V5.5","V3.5","V1.6","V4.2","V3.6","V5.6","V1.7","V1.8","V3.7","V3.8","V4.3"
"1",7.84530386740331,5.83846153846154,2.26903553299492,2.91746905089409,1.412,2.93220338983051,2.63022508038585,1.68637992831541,8.96017699115044,1.79491017964072,1.08,1.1,1.76739130434783,2.67295597484277,1.79627163781625,40.7078651685393,8.4020618556701,1.53982300884956,1.1,1.44736842105263,4.18451400329489,1.1780303030303,4.16412213740458,2.29088277858177,1.1,2.34782608695652,1.03141361256544,11.8516129032258,13.7045454545455,2.70640176600442,3.36860068259386
