"","V5","V4","V4.1","V3","V2","V2.1","V5.1","V5.2","V2.2","V5.3","V3.1","V5.4","V1","V3.2","V3.3","V3.4","V5.5","V5.6","V2.3","V5.7","V3.5","V1.1","V3.6","V2.4","V1.2","V4.2","V1.3","V1.4","V2.5","V3.7","V2.6","V4.3","V3.8","V3.9","V4.4","V2.7","V1.5","V4.5","V4.6","V2.8","V5.8","V5.9","V2.9","V2.10","V4.7","V3.10","V2.11","V2.12","V1.6","V4.8","V4.9","V3.11","V2.13","V4.10","V2.14","V3.12","V3.13","V3.14","V3.15","V1.7","V5.10","V2.15","V5.11","V3.16","V5.12","V4.11","V2.16","V4.12","V3.17","V4.13","V3.18","V3.19","V2.17"
"1",1,2.45977011494253,3.29090909090909,3.14516129032258,5.61224489795918,1.59259259259259,1.1,13.2032520325203,2.1056338028169,1.1,2.38983050847458,1.1,3.12962962962963,3.97916666666667,2.64285714285714,5.325,1.1,1.1,2.72631578947368,1.1,1.2,1.1304347826087,3.23333333333333,1.61038961038961,1.17391304347826,1.57575757575758,1.57692307692308,1.16666666666667,1.1,2.21428571428571,1.76470588235294,5.04026845637584,1.33846153846154,1.98876404494382,3.46511627906977,1.05232558139535,1.07142857142857,8.78571428571428,6.50943396226415,2.2,1.1,1.1,4.23469387755102,1.69090909090909,1.64,1.09090909090909,1.125,2.90756302521008,3.14583333333333,1.5,7.90769230769231,4.35064935064935,2.39490445859873,1.6952380952381,1.26190476190476,1.65625,1.36538461538462,2.45,1.07407407407407,16.7354838709677,1.1,3.15873015873016,1.1,1,2.34146341463415,4.1,1.94623655913978,2.79411764705882,2.87719298245614,4.19354838709677,1.96575342465753,1,1.61764705882353
