"","V2","V4","V1","V4.1","V4.2","V5","V1.1","V5.1","V2.1","V2.2","V2.3","V2.4","V5.2","V4.3","V5.3","V2.5","V1.2","V1.3","V5.4","V4.4","V4.5","V5.5","V4.6","V5.6","V5.7","V5.8","V5.9","V1.4","V4.7","V4.8","V5.10","V2.6","V4.9","V2.7","V5.11","V3","V2.8","V2.9","V1.5","V4.10","V4.11","V5.12","V1.6","V5.13","V1.7","V4.12","V4.13","V2.10","V2.11","V1.8","V2.12","V5.14","V4.14","V5.15","V2.13","V1.9","V5.16","V5.17","V2.14","V5.18","V4.15","V5.19","V1.10","V1.11","V4.16","V5.20","V2.15","V4.17","V4.18","V4.19","V5.21","V1.12","V4.20","V1.13","V4.21","V5.22","V4.22","V1.14","V2.16","V5.23","V2.17","V1.15","V4.23","V2.18","V4.24","V1.16","V4.25","V5.24","V1.17","V4.26","V5.25","V2.19","V1.18","V5.26","V1.19","V4.27","V1.20","V5.27","V5.28","V3.1","V2.20","V5.29","V2.21","V3.2","V3.3","V4.28","V1.21","V4.29","V1.22","V1.23","V2.22","V1.24","V1.25","V5.30","V4.30","V1.26","V4.31","V1.27","V5.31","V5.32","V5.33"
"1",1.54761904761905,1.35,1.04615384615385,2.5,1.6231884057971,6.06060606060606,8.07216494845361,1.13259668508287,1.51748251748252,1.078125,1.16949152542373,6.96875,6.11538461538461,1.60869565217391,12.6271186440678,1.57142857142857,4.91596638655462,6.05263157894737,1,1.74137931034483,1.15384615384615,5.09821428571429,2.66666666666667,9.48484848484848,2.87037037037037,1,2.12,7.6,3.26222222222222,1.55769230769231,4.69047619047619,1.02941176470588,5.07407407407407,1.95833333333333,9.83333333333333,121.291666666667,3.39056603773585,1.60526315789474,1.71875,1.39130434782609,1.5,1.13793103448276,2.45121951219512,9.97402597402597,1.94059405940594,5.78947368421053,2.47222222222222,6.92763157894737,1.06086956521739,3.84,1.88235294117647,2.32631578947368,3.57894736842105,1.78688524590164,1.1,6.88679245283019,1.13559322033898,1.34567901234568,1.34210526315789,1.66176470588235,1.18181818181818,2.3265306122449,3.25,3.5,5.21818181818182,3.32608695652174,9.58,3.21678321678322,8.30357142857143,3.88260869565217,4.71698113207547,1.26,1.544,6.57236842105263,2.97872340425532,3.29032258064516,3.49402390438247,9.34782608695652,1.27652733118971,1.47761194029851,6.03846153846154,8.05633802816901,1.53846153846154,1.1,2.79292929292929,3.31924882629108,1.68421052631579,1.58974358974359,1.1,2.12820512820513,7.02453987730061,1.54545454545455,6.59398496240602,1.27659574468085,4.09615384615385,1.78947368421053,6.70873786407767,8.625,5.48717948717949,1,1.05,1.25,3.26315789473684,59.0588235294118,13.8947368421053,2.64356435643564,5.77611940298508,1.23764705882353,9.86813186813187,6.45882352941176,2.51234567901235,6.16049382716049,1.41847826086957,10.3034482758621,4.28571428571429,1.80769230769231,2.5703125,2.06930693069307,1,6.74311926605505,2.03333333333333
