"","V1","V2","V2.1","V2.2","V2.3","V4","V2.4","V2.5","V4.1","V5","V5.1","V5.2","V2.6","V2.7","V1.1","V5.3","V2.8","V2.9","V2.10","V5.4","V2.11","V2.12","V2.13","V2.14","V2.15","V2.16","V2.17","V5.5","V2.18","V2.19","V2.20","V5.6","V2.21","V1.2","V1.3","V2.22","V1.4","V4.2","V2.23","V2.24","V2.25","V1.5","V4.3","V2.26","V2.27","V2.28","V2.29","V4.4","V5.7","V2.30","V5.8","V2.31","V2.32","V4.5","V5.9","V2.33","V2.34","V1.6","V5.10","V2.35","V2.36","V4.6","V2.37","V2.38","V2.39","V1.7","V5.11","V2.40","V2.41","V2.42","V2.43","V2.44","V5.12","V2.45","V5.13","V2.46","V2.47","V2.48","V5.14","V2.49","V5.15","V2.50","V1.8","V5.16","V2.51","V2.52","V3","V2.53","V5.17","V5.18","V2.54","V5.19","V2.55","V4.7","V2.56","V5.20","V2.57","V2.58","V1.9","V1.10","V5.21","V1.11","V4.8","V4.9","V5.22","V5.23","V2.59","V2.60","V2.61","V2.62","V5.24","V2.63","V4.10","V2.64","V1.12","V2.65","V2.66","V5.25","V4.11","V2.67","V4.12"
"1",1.2,1.17647058823529,1.54761904761905,1.45283018867925,1.13114754098361,1.22222222222222,2.10869565217391,2.44594594594595,1.74390243902439,1.39130434782609,2.10714285714286,1.28,1.89090909090909,1.15,1.37209302325581,1.81481481481481,2.38,1.02702702702703,10.1739130434783,1.07407407407407,1,2.57471264367816,1.425,1.32,1.6875,1.05714285714286,1.08695652173913,1,2.67857142857143,1.28395061728395,1.55555555555556,1.32038834951456,1.18681318681319,1.06666666666667,1.53061224489796,1.09090909090909,1.35204081632653,1.46153846153846,1.18518518518519,1.04545454545455,1.23076923076923,1.03571428571429,2.73333333333333,1.54,1.38356164383562,1.96551724137931,2.74285714285714,1.31034482758621,3.59375,1.19047619047619,1.0625,5.58823529411765,1.31034482758621,1.10909090909091,1,1.63076923076923,1.73529411764706,1.32786885245902,1.43396226415094,1.09677419354839,1.22222222222222,1.28947368421053,1.37634408602151,1.59375,1.25,1.53333333333333,4,2.91836734693878,1.6,4.79166666666667,1.82758620689655,1.16279069767442,2.45098039215686,2.62068965517241,1.62068965517241,1.14814814814815,1.50299401197605,3.06666666666667,1.46009389671362,1.39583333333333,2.08,1.47916666666667,1.09859154929577,1,1.2,3.38095238095238,1.11764705882353,1.77272727272727,1,1.85714285714286,1.71578947368421,1.54,1.98507462686567,1.11904761904762,3.05882352941176,1.1875,1.63492063492063,1,1.11428571428571,1.09090909090909,1.11111111111111,1.5,1.20422535211268,1.0625,1.1875,1.47445255474453,2.03030303030303,1.04938271604938,1.28169014084507,2.2972972972973,4.05,2.025,1.89690721649485,2.73584905660377,1.4,1.08333333333333,2.20689655172414,1.07446808510638,1,1.55714285714286,1.33333333333333
