"","V4","V5","V4.1","V5.1","V1","V3","V5.2","V1.1","V5.3","V5.4","V4.2","V1.2","V3.1","V1.3","V2","V2.1","V2.2","V3.2","V5.5","V2.3","V4.3","V3.3","V1.4","V4.4","V5.6","V4.5","V4.6","V1.5","V4.7","V4.8","V1.6","V3.4"
"1",2.47708333333333,2.35674676524954,1.775,3.49255751014885,4.21016949152542,21.5537190082645,5.52586206896552,1.2972972972973,2.67741935483871,1.03508771929825,11.1906614785992,2.01081081081081,3.20979020979021,3.24183006535948,1.56382978723404,39.9047619047619,2.96888888888889,1.47272727272727,1.02564102564103,1.48979591836735,2.85217391304348,1.65789473684211,1.67032967032967,2.80769230769231,1.89473684210526,4.7629179331307,1.77142857142857,1.05909090909091,1.07246376811594,1.6046511627907,1.43373493975904,5.1866028708134
