"","V4","V5","V3","V3.1","V4.1","V1","V4.2","V5.1","V1.1","V1.2","V5.2","V3.2","V3.3","V5.3","V1.3","V1.4","V5.4","V5.5","V1.5","V1.6","V4.3","V4.4","V5.6","V5.7","V5.8","V3.4","V3.5","V5.9","V3.6","V5.10","V1.7","V3.7","V5.11"
"1",1.28301886792453,2.63265306122449,1.22727272727273,1.51315789473684,1.09090909090909,1.30188679245283,1.05555555555556,1.08108108108108,1.13636363636364,1.01666666666667,1.12121212121212,1.39316239316239,1.01960784313725,1.05714285714286,1.69565217391304,1.16666666666667,1.025,1.09302325581395,1.36,1.06976744186047,1.04,1.23529411764706,1.23529411764706,1.49230769230769,1,1.3695652173913,1.23076923076923,1.05769230769231,1.42857142857143,2.22727272727273,1.21875,1.14285714285714,1.53488372093023
