"","V2","V1","V1.1","V1.2","V1.3","V3","V2.1","V4","V3.1","V4.1","V1.4","V1.5","V4.2","V4.3","V4.4","V3.2","V1.6","V4.5","V5","V3.3","V3.4","V1.7","V1.8","V3.5","V3.6","V4.6","V2.2","V3.7","V1.9","V4.7","V3.8","V5.1","V1.10"
"1",2.19852941176471,2.54263565891473,1.54320987654321,1.49565217391304,1.36111111111111,1.02898550724638,38.421052631579,2.8875,1.68,1.01639344262295,2.45945945945946,1.06134969325153,1.13461538461538,1.35135135135135,1.11538461538462,1.80952380952381,2.34146341463415,1.08510638297872,1.16176470588235,1.54347826086957,8.07692307692308,1.66666666666667,1.52380952380952,6.50515463917526,1.1,2.95238095238095,34.4375,1.63636363636364,3.38888888888889,9.53061224489796,1.38461538461538,6.409375,2.03030303030303
