"","V3","V5","V4","V5.1","V3.1","V5.2","V4.1","V5.3","V5.4","V2","V1","V5.5","V4.2","V5.6","V5.7","V2.1","V2.2","V5.8","V5.9","V4.3","V5.10","V5.11","V4.4","V3.2","V4.5","V5.12","V5.13","V4.6","V3.3","V3.4","V1.1","V3.5","V5.14","V4.7","V3.6","V5.15","V4.8","V1.2","V3.7","V5.16","V5.17","V5.18"
"1",1.52941176470588,1.03846153846154,1,2.51724137931035,1.16666666666667,1,1.15384615384615,1.3953488372093,2.15384615384615,1.23529411764706,1.27586206896552,1,1,1.61111111111111,1.05555555555556,1.42857142857143,1.42105263157895,1.3125,1.36363636363636,1,1.05660377358491,1,1.04347826086957,1,1.68627450980392,1.02702702702703,2.31914893617021,1.375,1.05,1.01754385964912,1.5,1,1.70588235294118,1,1.67692307692308,1,1.05405405405405,1.34375,1.85,1,1,1.02702702702703
