"","V5","V3","V5.1","V1","V1.1","V4","V3.1","V2","V1.2","V4.1","V5.2","V4.2","V5.3","V1.3","V4.3","V4.4","V4.5","V1.4","V1.5","V3.2","V4.6","V4.7","V3.3","V5.4","V5.5","V3.4","V3.5","V5.6","V4.8","V5.7","V5.8","V5.9","V4.9","V5.10","V2.1","V4.10","V1.6","V3.6","V4.11","V4.12","V4.13","V4.14"
"1",2.69230769230769,3.51851851851852,1.1,3.56164383561644,3.47619047619048,1.1,2.77777777777778,8.46666666666667,3.14285714285714,2.33333333333333,2.59459459459459,1.1,1.1,9.01149425287356,2.42105263157895,2.85,1.59259259259259,4.80952380952381,7.76666666666667,1.94444444444444,8.21428571428571,1.73529411764706,2.04166666666667,9.97058823529412,3.75581395348837,10,1.8256880733945,1.75757575757576,2.19047619047619,4.06896551724138,2.66666666666667,1.08695652173913,3.5,1.1,4.12844036697248,1.1,4.97435897435897,3.58139534883721,3.86486486486486,1.1,1.63157894736842,2.36842105263158
