"","V4","V4.1","V4.2","V2","V2.1","V4.3","V4.4","V4.5","V4.6"
"1",1.30688622754491,1.34504792332268,1.38996763754045,1.4393063583815,1.49101796407186,1.11737804878049,1.17065868263473,1.1544227886057,1.28484848484848
