"","V4","V2","V1","V4.1","V4.2","V2.1","V3","V5","V1.1","V2.2","V3.1","V2.3","V4.3","V2.4","V2.5","V5.1","V1.2","V1.3","V1.4","V4.4","V1.5","V2.6","V5.2","V1.6","V3.2","V5.3","V4.5","V4.6","V5.4","V3.3","V3.4","V3.5"
"1",2.94101876675603,5.47334754797441,21.3352941176471,8.77857142857143,4.04166666666667,1.00757002271007,6.6546511627907,7.39354838709677,4.89393939393939,10.7845117845118,7.86206896551724,2.69950738916256,1.599609375,2.52678571428571,3.38427947598253,13.1554770318021,5.86274509803922,3.4469696969697,1.61494252873563,2.15384615384615,1.1,2.71746776084408,6.91864406779661,4.73674242424242,7.1038961038961,1.68372483221477,2.14473684210526,2.70401337792642,2.61835748792271,2.80400890868597,15.020202020202,18.5952380952381
