"","V3","V5","V5.1","V1","V3.1","V5.2","V5.3","V4","V1.1","V1.2","V5.4","V3.2","V4.1","V2","V4.2","V4.3","V1.3","V5.5","V5.6","V4.4","V2.1","V2.2","V5.7","V4.5","V5.8","V5.9","V2.3","V4.6","V4.7","V5.10","V5.11","V5.12","V4.8","V3.3","V4.9","V3.4","V4.10","V5.13","V1.4","V5.14","V3.5","V3.6","V3.7","V3.8","V5.15","V5.16","V5.17","V4.11","V4.12","V2.4","V1.5","V1.6","V5.18","V3.9","V4.13","V2.5","V1.7","V3.10","V4.14","V2.6","V4.15","V3.11","V5.19","V2.7","V2.8","V1.8","V5.20","V3.12","V2.9","V4.16","V2.10","V4.17","V5.21","V4.18","V5.22","V3.13","V1.9","V5.23","V4.19","V5.24","V5.25","V4.20","V1.10","V1.11","V2.11","V5.26","V5.27","V5.28","V5.29","V5.30","V2.12","V3.14","V3.15","V3.16","V3.17","V4.21","V3.18","V1.12","V5.31","V5.32","V1.13","V1.14","V4.22","V5.33","V5.34","V2.13","V4.23","V5.35","V2.14","V4.24","V1.15","V5.36","V5.37","V5.38","V5.39","V4.25","V5.40","V4.26","V4.27","V1.16","V2.15","V4.28","V3.19","V1.17","V2.16","V5.41","V3.20","V5.42","V4.29","V1.18","V5.43","V4.30","V5.44","V1.19","V3.21","V5.45","V4.31"
"1",5.26666666666667,1.26666666666667,1,1.31578947368421,1.26666666666667,1,1.38341968911917,2.23255813953488,1.21951219512195,1.2,1.14285714285714,1.39622641509434,1.32592592592593,1.07594936708861,2,1.77777777777778,5.29411764705882,1,1,2.51351351351351,1.26315789473684,1.09183673469388,1,1.14285714285714,2.45070422535211,1,2.80645161290323,1.98684210526316,1.94650205761317,1.38961038961039,1.13684210526316,2.53846153846154,1.23809523809524,1.16190476190476,3.38823529411765,1.31395348837209,1.11111111111111,2.07368421052632,2.33333333333333,1.30434782608696,1.08695652173913,1.125,1.05333333333333,1.05,1.10365853658537,1,1.15789473684211,1.37037037037037,1.03225806451613,1.25,1.14285714285714,3.25,1,1.3013698630137,1.225,1.36363636363636,3.97183098591549,2.47107438016529,1.48317307692308,1.88732394366197,1.20567375886525,6.41970802919708,1.94117647058824,2.5,2.18181818181818,1.13725490196078,1,7.0989010989011,1.17073170731707,1.14035087719298,2.9,1.56756756756757,1.11538461538462,1,1.23529411764706,4.19337016574586,1.09090909090909,1.34246575342466,1.57142857142857,1,1.35714285714286,1.55952380952381,1.67295597484277,2,1.06666666666667,1.56395348837209,1,1.23809523809524,1.02857142857143,1,1.0625,1.19354838709677,3.20276497695853,1.48387096774194,3.09333333333333,1.3961038961039,1.01129943502825,1.36697247706422,1.25,2.52380952380952,1.56410256410256,1.67741935483871,4.04545454545454,1.71341463414634,1.375,1.17073170731707,4.33333333333333,1,3.38095238095238,3.77906976744186,1.45631067961165,2.28070175438596,1.0561797752809,1.96923076923077,2.24778761061947,2.58369098712446,1,1.5761316872428,1.03571428571429,1.14285714285714,1.68367346938776,1.39370078740157,5.46715328467153,2.34782608695652,1.625,1.47619047619048,1.02702702702703,1.21875,2.07638888888889,1.70212765957447,1,2.5,1.23404255319149,1.57894736842105,4.94871794871795,1.47368421052632,1.60185185185185
