"","V1"
"Youtube CorpusiQV2xxgokkE.txt",5
"Youtube CorpusirwnZLuiL5U.txt",1
"Youtube CorpusISX-mHnQhaw.txt",5
"Youtube CorpusivOPeDe8IDc.txt",4
"Youtube Corpusj0o-pMIR8uk.txt",1
"Youtube Corpusjf3Xpj0Gi14.txt",1
"Youtube Corpusjh4ITuOytE4.txt",2
"Youtube CorpusJn3OfX0cfGo.txt",2
"Youtube CorpusjrFLb9ZoZH0.txt",1
"Youtube Corpusjx1_oSl6Yow.txt",4
"Youtube CorpusjXng4Y5cHf8.txt",3
"Youtube CorpuskHpB3_qI95k.txt",5
"Youtube CorpusKn8YBCXrMJ4.txt",1
"Youtube CorpuskShaTIqdWAY.txt",3
"Youtube CorpusLL6fRquj1cQ.txt",1
"Youtube CorpuslUoDj_A8I8o.txt",1
"Youtube CorpusMhUWupkgtIA.txt",1
"Youtube CorpusmnIZqyCFwVc.txt",4
"Youtube CorpusMO6o7aule8E.txt",4
"Youtube CorpusN0hTvhke8mE.txt",1
"Youtube CorpusN4mez69LcxE.txt",1
"Youtube Corpusnc9XHXlxSyM.txt",2
"Youtube CorpusNCzCRVOYfyY.txt",1
"Youtube CorpusNxUgW6p1KQM.txt",3
"Youtube Corpuso0mKSvbMunA.txt",5
"Youtube Corpusogk4qUcwLNw.txt",2
"Youtube CorpusoM7ydHBhAF4.txt",1
"Youtube CorpusoQPCxwmBiWo.txt",4
"Youtube CorpusotjkHA-gHD4.txt",2
"Youtube Corpusp9E52WrfksY.txt",2
"Youtube CorpuspAMgUB51XZA.txt",1
"Youtube CorpuspGsicLglzY8.txt",1
"Youtube CorpusPIILLboBfbU.txt",1
"Youtube CorpuspJRRdtJ-rPU.txt",4
"Youtube CorpusPlFcOJkKSLA.txt",4
"Youtube CorpusPP8Sh03q0Pw.txt",2
"Youtube CorpuspRSEs9V6-4U.txt",4
"Youtube CorpusQLHfWOLoCBs.txt",3
"Youtube CorpusQMidwulO93Q.txt",1
"Youtube CorpusqmYasSOy1hw.txt",2
"Youtube CorpusqqNPRLmFqDM.txt",3
"Youtube CorpusQS3PS8U8mlM.txt",1
"Youtube CorpusrhhvQsJtWoc.txt",2
"Youtube CorpusRKbZ3RoA-x4.txt",2
"Youtube CorpusrlS49b4gnfU.txt",3
"Youtube CorpusRlvwagd2BmY.txt",1
"Youtube CorpusrP5byHdo0vY.txt",2
"Youtube CorpussnEFzMk_o4w.txt",1
"Youtube CorpusSOUtWj2szOM.txt",3
"Youtube CorpussUFq0dWoPn8.txt",2
"Youtube CorpussW0H29cglbM.txt",1
"Youtube CorpussWAaq2R6TtY.txt",3
"Youtube CorpusTeOHjYaIurY.txt",5
"Youtube CorpusTgPcNnUrE24.txt",1
"Youtube CorpusTnu_Ws7Llo4.txt",4
"Youtube CorpusTTp5LeFto6s.txt",1
"Youtube CorpusTyJpNG_5hNI.txt",1
"Youtube CorpusuA525G3beFo.txt",3
"Youtube CorpusUN_3Htp_ybA.txt",1
"Youtube CorpusUuxLY87MqwU.txt",3
"Youtube Corpusv3OIsDRvb04.txt",2
"Youtube CorpusV4j8wbjn-zg.txt",5
"Youtube CorpusvbDObzI-CTc.txt",4
"Youtube CorpusveLqJzZBJEw.txt",3
"Youtube CorpusvFXQJ1Ba1kA.txt",4
"Youtube CorpusvU7Vg6yaqmo.txt",5
"Youtube CorpusvXU9YsKdMBY.txt",1
"Youtube CorpusWfI8ja-sIds.txt",2
"Youtube CorpusWh5JSUfRfFI.txt",2
"Youtube CorpuswPb1OiSgdGY.txt",1
"Youtube CorpusxBkTIp6ajAg.txt",1
"Youtube CorpusxYseJhLumkc.txt",2
"Youtube CorpusY67ZAQnGDoA.txt",1
"Youtube CorpusYe7R963f7ps.txt",3
"Youtube CorpusyklF3JDMxGk.txt",1
"Youtube CorpusYo-xat4cn8M.txt",5
"Youtube CorpusySxgzBdM2jM.txt",4
"Youtube CorpusyXHSLDNLZzg.txt",1
"Youtube CorpuszCEYiCxrL_0.txt",5
