"","V5","V5.1","V3","V1","V4","V3.1","V3.2","V3.3","V2","V1.1","V5.2","V4.1","V1.2","V5.3","V4.2","V5.4","V3.4"
"1",1.2,1.52631578947368,1.69047619047619,1.73076923076923,2.30434782608696,1.08333333333333,1.09230769230769,1.31578947368421,1.08333333333333,1.19230769230769,1,1.16666666666667,1.2,2.575,1.6551724137931,1,1.38888888888889
