"","V5","V5.1","V3","V5.2","V1","V5.3","V5.4","V3.1","V4","V2","V2.1","V4.1","V2.2"
"1",1.08333333333333,1.02380952380952,1.13207547169811,2.78787878787879,4.05970149253731,4,1.58823529411765,4.98039215686275,3.89285714285714,5.47727272727273,1.1,9.6046511627907,10.21875
