"","V2","V2.1","V4","V3","V2.2","V4.1","V3.1","V4.2","V1","V3.2","V5","V3.3","V4.3"
"1",1.2,1.55555555555556,1.06,1.06451612903226,1.39583333333333,1.13157894736842,1.59375,1.20472440944882,2.07407407407407,1.12820512820513,1,1.02380952380952,1.06666666666667
