"","V1","V5","V3","V5.1","V4","V4.1","V1.1","V5.2","V5.3","V5.4","V5.5","V1.2","V5.6","V3.1","V2","V4.2","V3.2","V2.1","V2.2","V5.7","V5.8","V1.3","V5.9","V5.10","V5.11","V4.3","V5.12","V5.13","V4.4","V2.3","V1.4","V3.3","V2.4","V5.14","V5.15","V1.5","V2.5","V2.6","V1.6","V3.4","V3.5","V1.7","V5.16","V3.6","V3.7","V2.7","V4.5","V1.8","V4.6","V3.8","V5.17","V5.18","V2.8","V3.9","V4.7","V2.9","V5.19","V3.10","V4.8","V5.20","V1.9","V5.21","V5.22","V2.10","V4.9","V2.11","V5.23","V1.10","V4.10","V2.12","V1.11","V5.24","V1.12","V2.13","V1.13","V2.14","V3.11","V2.15","V5.25","V2.16","V5.26","V5.27","V5.28","V1.14","V4.11","V5.29","V4.12","V1.15","V1.16","V5.30","V5.31","V5.32","V5.33","V5.34","V4.13","V5.35","V1.17","V5.36","V1.18","V2.17","V1.19","V5.37","V1.20","V5.38","V5.39","V2.18","V1.21","V4.14","V4.15","V2.19","V5.40","V5.41","V5.42","V3.12","V5.43","V4.16","V1.22","V5.44","V2.20","V4.17","V5.45","V5.46","V5.47"
"1",4.63350785340314,1.25514089870526,1.62465753424658,1.46780684104628,1.21311475409836,1.23519313304721,3.91685912240185,5.7328094302554,1.29845626072041,2.35251362810418,4.72670807453416,2.34657650042265,2.42990654205608,1.43122676579926,4.03102625298329,70.1379310344828,5.09142857142857,13.8909090909091,1.26258992805755,6.09619238476954,1.24126344086022,2.00307692307692,2.79439252336449,2.61631309436723,1.0467542503864,68.1290322580645,4.23658536585366,4.49267399267399,63.5151515151515,1.32407407407407,1.35135135135135,1.32146542827657,1.1,10,3.23706896551724,1.63636363636364,16.859649122807,3.41944444444444,13.5454545454545,5.72670807453416,1.31888544891641,2.79591836734694,1,3.13592233009709,1.07843137254902,4.0062893081761,60.4285714285714,1.56796116504854,2.81818181818182,5.59375,1.45549374130737,1.17506631299735,5.23988439306358,5.42424242424242,57.5142857142857,1.05484247374562,2.43918918918919,3.14039408866995,1.0352526439483,8.65818181818182,1.2295719844358,9.21779859484777,4.37333333333333,3.78378378378378,4.33673469387755,14.0657894736842,1.00757575757576,1.90669371196755,3.58260869565217,2.50367107195301,1.28333333333333,2.03645833333333,15.4367088607595,1.1,1.92857142857143,2.00568181818182,9.94044665012407,4.20958083832335,2.11716621253406,2.39837398373984,2.00501882057716,1.24901960784314,4.66849816849817,6.13605442176871,73,2.66037735849057,63.46875,12.1907216494845,1.94396551724138,2,1.1199460916442,2.01762114537445,2.32462442847812,1.42020202020202,1.1,1.08032128514056,2.59978768577495,2.76603119584055,1.1025974025974,13.3563218390805,1.90697674418605,1.08196721311475,1.67688679245283,1.21321961620469,1.2593984962406,2.68195718654434,3.85279187817259,1.19685039370079,1.34739454094293,3.94552529182879,4.7634691195795,1.77025232403718,2.4152719665272,4.87362637362637,1.9,4.56781376518219,4.65390070921986,1.38541666666667,2.62708333333333,70.2758620689655,3.46074544012688,2.63299232736573,1.85021707670043
