"","V5","V2","V5.1","V1","V5.2","V2.1","V2.2","V1.1","V1.2","V3","V3.1","V5.3","V1.3","V5.4","V4","V2.3","V2.4","V1.4","V5.5","V1.5","V3.2","V5.6","V1.6","V1.7","V3.3","V2.5","V2.6","V2.7","V1.8","V1.9","V5.7","V5.8","V5.9","V2.8","V3.4","V4.1","V1.10","V1.11","V3.5","V2.9","V2.10","V5.10","V3.6","V4.2","V5.11","V1.12","V2.11","V3.7","V3.8","V2.12","V3.9","V3.10","V4.3","V2.13","V2.14","V4.4","V3.11","V5.12","V2.15","V4.5","V3.12","V3.13","V2.16","V1.13","V3.14","V1.14","V3.15","V5.13","V3.16","V4.6","V5.14","V3.17","V4.7","V5.15","V5.16","V5.17","V5.18","V1.15","V3.18","V3.19","V1.16","V1.17","V2.17","V5.19","V3.20","V4.8","V3.21","V2.18","V2.19","V1.18","V4.9","V4.10","V3.22","V4.11","V5.20","V1.19","V5.21","V1.20","V5.22","V1.21","V3.23","V2.20","V5.23","V1.22","V4.12","V4.13","V5.24","V2.21","V5.25","V1.23","V3.24","V4.14","V2.22","V4.15","V1.24","V2.23","V3.25","V1.25","V3.26","V2.24","V3.27","V1.26","V1.27"
"1",2.24705882352941,4.24919093851133,1.53361344537815,3.23778501628665,1.43529411764706,4.64143426294821,3.49193548387097,1.09227467811159,2.60267857142857,8.64397905759162,7.31818181818182,6.53591160220994,2.43181818181818,16.0597014925373,2.89965397923875,1.20833333333333,1.09375,4.1044776119403,3.30952380952381,1.63606557377049,5.952,2.33253588516746,1.77348066298343,1.8046204620462,11.2521739130435,1.29166666666667,2.57861635220126,4.47540983606557,1.03125,3.08571428571429,1.07246376811594,6.17197452229299,1,1.41573033707865,4.46153846153846,1.06451612903226,2.92307692307692,2.32258064516129,1.01851851851852,1.29838709677419,1.9112426035503,2.04166666666667,1.14285714285714,1.78612716763006,2,1.29268292682927,1.94444444444444,1.42560553633218,1.27906976744186,1.02564102564103,5.53076923076923,3.04523424878837,2.90756302521008,1.17857142857143,1.06060606060606,10.7125,2.27692307692308,15.037037037037,9.8953488372093,1.02996254681648,2.82417582417582,3.21052631578947,1.44230769230769,1.64444444444444,2.1304347826087,1.32173913043478,2.64529058116232,1.21428571428571,2.55555555555556,2.64980544747082,3.15789473684211,2.27218934911243,1.11267605633803,1,1.46086956521739,1.44262295081967,1.50373134328358,1.81521739130435,3.2914798206278,1.62913907284768,1.14676258992806,5.08305647840532,1.48369565217391,1.21487603305785,1.26086956521739,1.55882352941176,1.10344827586207,1.13450292397661,3.07964601769911,1.51851851851852,3.9468085106383,2.27,8.18716577540107,5.36101083032491,1,5.35483870967742,6.03846153846154,2.885,5.46099290780142,1.74,1.04878048780488,1.05172413793103,9.42222222222222,4.38317757009346,3.45454545454545,2.91964285714286,2.30409356725146,1.54878048780488,7.53271028037383,2.03968253968254,1.48923679060665,9.65384615384615,1.41211225997046,1.07058823529412,1.42857142857143,1.65771812080537,1.87002652519894,3.6687898089172,6.95652173913043,1.16,8.08333333333333,2.71527777777778,4.37341772151899
