"","V2","V1","V2.1","V1.1","V2.2","V1.2","V2.3","V5","V2.4","V1.3"
"1",1.3328125,4.63815789473684,1.43410852713178,4.90225563909774,1.27910447761194,4.28070175438596,1.54728682170543,1.03107344632768,1.20886981402003,4.51282051282051
