"","V1","V2","V3","V4","V5"
"1",0.23898431665422,0.318521284540702,0.39731142643764,0.0115758028379388,0.0336071695294996
"2",0.333648840511122,0.0113582584003786,0.0719356365357312,0.566019876952201,0.0170373876005679
"3",0.236090775988287,0.338579795021962,0.380673499267936,0.0109809663250366,0.0336749633967789
"4",0.315738498789346,0.00920096852300242,0.0644067796610169,0.591767554479419,0.0188861985472155
"5",0.247050147492625,0.316002949852507,0.379424778761062,0.0136430678466077,0.0438790560471976
"6",0.268426842684268,0.0161349468280161,0.0627062706270627,0.602860286028603,0.0498716538320499
"7",0.21571906354515,0.333779264214047,0.373913043478261,0.020066889632107,0.0565217391304348
"8",0.259150805270864,0.00841874084919473,0.113103953147877,0.35212298682284,0.267203513909224
"9",0.258124076809453,0.312038404726736,0.375184638109306,0.0166174298375185,0.0380354505169867
"10",0.33587786259542,0.00954198473282443,0.0744274809160305,0.556297709923664,0.0238549618320611
